Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
2006-03-26 23:48:00,ASSAULT,THREATS AGAINST LIFE,Sunday,INGLESIDE,"ARREST, BOOKED",ANDOVER ST / OGDEN AV,-122.41671995880199,37.736074140595605
2006-03-26 23:48:00,ASSAULT,INFLICT INJURY ON COHABITEE,Sunday,INGLESIDE,"ARREST, BOOKED",ANDOVER ST / OGDEN AV,-122.41671995880199,37.736074140595605
2006-03-26 23:45:00,MISSING PERSON,FOUND PERSON,Sunday,BAYVIEW,NONE,1400 Block of PHELPS ST,-122.394438859914,37.73644389967321
2006-03-26 23:45:00,MISSING PERSON,FOUND PERSON,Sunday,BAYVIEW,NONE,1400 Block of PHELPS ST,-122.394438859914,37.73644389967321
2006-03-26 23:40:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Sunday,SOUTHERN,NONE,0 Block of BRADY ST,-122.421021219613,37.7732808652053
2006-03-26 23:35:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,CENTRAL,NONE,200 Block of NORTHPOINT ST,-122.411324519026,37.806804272619296
2006-03-26 23:30:00,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Sunday,CENTRAL,NONE,2200 Block of STOCKTON ST,-122.410474365171,37.806495689867
2006-03-26 23:30:00,STOLEN PROPERTY,RECEIVING STOLEN PROPERTY,Sunday,CENTRAL,"ARREST, BOOKED",100 Block of BATTERY ST,-122.399931233001,37.792733810390295
2006-03-26 23:30:00,ASSAULT,BATTERY,Sunday,MISSION,"ARREST, BOOKED",3400 Block of 18TH ST,-122.42121144952401,37.761668148493705
2006-03-26 23:30:00,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Sunday,PARK,NONE,300 Block of SCOTT ST,-122.435590896134,37.7728994509372
2006-03-26 23:30:00,ASSAULT,CHILD ABUSE (PHYSICAL),Sunday,MISSION,"ARREST, BOOKED",3400 Block of 18TH ST,-122.42121144952401,37.761668148493705
2006-03-26 23:30:00,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Sunday,CENTRAL,"ARREST, BOOKED",100 Block of BATTERY ST,-122.399931233001,37.792733810390295
2006-03-26 23:30:00,SEX OFFENSES FORCIBLE,"FORCIBLE RAPE, BODILY FORCE",Sunday,CENTRAL,COMPLAINANT REFUSES TO PROSECUTE,900 Block of MASON ST,-122.41084562422701,37.792315874764704
2006-03-26 23:28:00,ROBBERY,ATTEMPTED ROBBERY ON THE STREET WITH A KNIFE,Sunday,CENTRAL,"ARREST, BOOKED",SACRAMENTO ST / SANSOME ST,-122.401319002979,37.7939867990287
2006-03-26 23:20:00,NON-CRIMINAL,FOUND PROPERTY,Sunday,NORTHERN,UNFOUNDED,FILLMORE ST / MCALLISTER ST,-122.43176548943899,37.778631113124796
2006-03-26 23:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,BAYVIEW,NONE,GIRARD ST / FELTON ST,-122.40559044564199,37.7297774122537
2006-03-26 23:00:00,ASSAULT,INFLICT INJURY ON COHABITEE,Sunday,TENDERLOIN,DISTRICT ATTORNEY REFUSES TO PROSECUTE,100 Block of TAYLOR ST,-122.410928353347,37.7836778741124
2006-03-26 23:00:00,BURGLARY,"BURGLARY OF STORE, FORCIBLE ENTRY",Sunday,CENTRAL,NONE,1600 Block of THE EMBARCADERONORTH ST,-122.410774214375,37.8084350175869
2006-03-26 23:00:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, ATT FORCIBLE ENTRY",Sunday,CENTRAL,NONE,1400 Block of HYDE ST,-122.417957353303,37.7941426476195
2006-03-26 23:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,SOUTHERN,NONE,NATOMA ST / 11TH ST,-122.41610511799101,37.7735329486132
2006-03-26 23:00:00,OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,SOUTHERN,"ARREST, CITED",100 Block of 6TH ST,-122.407376463936,37.7799892619986
2006-03-26 22:38:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Sunday,TARAVAL,NONE,19TH AV / IRVING ST,-122.477172370751,37.763558459678
2006-03-26 22:36:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,TENDERLOIN,"ARREST, BOOKED",100 Block of EDDY ST,-122.410157073911,37.784297384331204
2006-03-26 22:36:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Sunday,TENDERLOIN,"ARREST, BOOKED",100 Block of EDDY ST,-122.410157073911,37.784297384331204
2006-03-26 22:32:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,MISSION,NONE,2200 Block of MISSION ST,-122.419350173229,37.76101609120561
2006-03-26 22:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,INGLESIDE,NONE,4600 Block of MISSION ST,-122.43562177284201,37.7234913181355
2006-03-26 22:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,INGLESIDE,NONE,900 Block of RUTLAND ST,-122.40822471728,37.71061228745889
2006-03-26 22:30:00,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Sunday,MISSION,NONE,3100 Block of 24TH ST,-122.414623849785,37.752418092857106
2006-03-26 22:12:00,ASSAULT,THREATS AGAINST LIFE,Sunday,BAYVIEW,"ARREST, BOOKED",6200 Block of 3RD ST,-122.395660336301,37.7220370884795
2006-03-26 22:10:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,CENTRAL,NONE,800 Block of GEARY ST,-122.417273344939,37.7861493947594
2006-03-26 22:08:00,PROSTITUTION,SOLICITS TO VISIT HOUSE OF PROSTITUTION,Sunday,NORTHERN,"ARREST, BOOKED",LARKIN ST / BUSH ST,-122.418658294829,37.7889098399421
2006-03-26 22:07:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,SOUTHERN,UNFOUNDED,MISSION ST / 7TH ST,-122.41093920555201,37.779212259008496
