Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
2004-06-27 23:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,INGLESIDE,NONE,200 Block of SILVER AV,-122.43287223839,37.729465922639896
2004-06-27 23:30:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,INGLESIDE,NONE,29TH ST / MISSION ST,-122.420896598743,37.7440381549474
2004-06-27 23:30:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Sunday,SOUTHERN,NONE,1300 Block of FOLSOM ST,-122.41248627649,37.773001280588005
2004-06-27 23:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,INGLESIDE,NONE,300 Block of ELLIOT ST,-122.41152833539499,37.7140433526156
2004-06-27 23:30:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Sunday,INGLESIDE,NONE,300 Block of ELLIOT ST,-122.41152833539499,37.7140433526156
2004-06-27 23:25:00,MISSING PERSON,MISSING JUVENILE,Sunday,SOUTHERN,LOCATED,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2004-06-27 23:25:00,MISSING PERSON,FOUND PERSON,Sunday,SOUTHERN,LOCATED,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2004-06-27 23:15:00,TRESPASS,TRESPASSING,Sunday,CENTRAL,"ARREST, CITED",1600 Block of THE EMBARCADERO NORTH ST,-122.410774214399,37.8084350184877
2004-06-27 23:05:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Sunday,BAYVIEW,"ARREST, BOOKED",BAY SHORE BL / EGBERT AV,-122.402210107743,37.7281042223977
2004-06-27 23:05:00,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Sunday,BAYVIEW,"ARREST, BOOKED",BAY SHORE BL / EGBERT AV,-122.402210107743,37.7281042223977
2004-06-27 23:02:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,MISSION,"ARREST, CITED",CAPP ST / 21ST ST,-122.417812558794,37.7571005796474
2004-06-27 23:00:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Sunday,SOUTHERN,NONE,5TH ST / BRYANT ST,-122.40030242152001,37.777799229018996
2004-06-27 23:00:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Sunday,TARAVAL,NONE,1200 Block of 20TH AV,-122.478325615864,37.7644357771555
2004-06-27 23:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,TARAVAL,NONE,1200 Block of 20TH AV,-122.478325615864,37.7644357771555
2004-06-27 23:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,MISSION,NONE,700 Block of NOE ST,-122.43243628243499,37.7565996527459
2004-06-27 22:59:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Sunday,MISSION,"ARREST, BOOKED",3100 Block of 24TH ST,-122.414623849785,37.752418092857106
2004-06-27 22:59:00,WARRANTS,WARRANT ARREST,Sunday,MISSION,"ARREST, BOOKED",3100 Block of 24TH ST,-122.414623849785,37.752418092857106
2004-06-27 22:45:00,KIDNAPPING,"KIDNAPPING, ADULT VICTIM",Sunday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2004-06-27 22:45:00,ROBBERY,CARJACKING WITH A GUN,Sunday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2004-06-27 22:45:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Sunday,CENTRAL,NONE,1000 Block of STOCKTON ST,-122.40823620876499,37.7953821757057
2004-06-27 22:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,NORTHERN,NONE,AUSTIN ST / VAN NESS AV,-122.42204813647801,37.7889562657443
2004-06-27 22:30:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE,KING ST / 3RD ST,-122.391845617234,37.778124778298505
2004-06-27 22:30:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Sunday,MISSION,NONE,300 Block of BARTLETT ST,-122.41940804567699,37.7513609637505
2004-06-27 22:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,MISSION,NONE,900 Block of ALVARADO ST,-122.44144545659,37.753213275838
2004-06-27 22:30:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,NORTHERN,NONE,OLIVE ST / VAN NESS AV,-122.42109679694299,37.784293780274794
