Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
2010-06-30 23:45:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Wednesday,TENDERLOIN,"ARREST, BOOKED",TURK ST / LEAVENWORTH ST,-122.414056291891,37.7827931071006
2010-06-30 23:45:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Wednesday,TENDERLOIN,"ARREST, BOOKED",TURK ST / LEAVENWORTH ST,-122.414056291891,37.7827931071006
2010-06-30 23:39:00,RECOVERED VEHICLE,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Wednesday,TARAVAL,NONE,JOHNMUIR DR / LAKE MERCED BL,-122.485736249604,37.7081535998314
2010-06-30 23:34:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Wednesday,SOUTHERN,"ARREST, BOOKED",1700 Block of MARKET ST,-122.42218826142599,37.7726948236861
2010-06-30 23:34:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Wednesday,SOUTHERN,"ARREST, BOOKED",1700 Block of MARKET ST,-122.42218826142599,37.7726948236861
2010-06-30 23:29:00,OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,INGLESIDE,"ARREST, CITED",MISSION ST / SANTAROSA AV,-122.433984625143,37.7257629202499
2010-06-30 23:29:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Wednesday,MISSION,"ARREST, BOOKED",600 Block of VALENCIA ST,-122.421687545021,37.7621160582473
2010-06-30 23:25:00,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Wednesday,MISSION,"ARREST, BOOKED",3000 Block of 22ND ST,-122.41492520881201,37.755612019074505
2010-06-30 23:25:00,WARRANTS,WARRANT ARREST,Wednesday,MISSION,"ARREST, BOOKED",3000 Block of 22ND ST,-122.41492520881201,37.755612019074505
2010-06-30 23:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,CENTRAL,NONE,1000 Block of UNION ST,-122.416137153846,37.7996251250719
2010-06-30 23:00:00,MISSING PERSON,MISSING ADULT,Wednesday,NORTHERN,LOCATED,2200 Block of CLAY ST,-122.430118762295,37.791286303662
2010-06-30 23:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,MISSION,NONE,FOLSOM ST / 20TH ST,-122.414693065257,37.758895594757206
2010-06-30 23:00:00,MISSING PERSON,FOUND PERSON,Wednesday,NORTHERN,LOCATED,2200 Block of CLAY ST,-122.430118762295,37.791286303662
2010-06-30 22:30:00,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Wednesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2010-06-30 22:30:00,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Wednesday,BAYVIEW,NONE,4500 Block of 3RD ST,-122.390136349844,37.7368036226976
2010-06-30 22:30:00,SECONDARY CODES,DOMESTIC VIOLENCE,Wednesday,BAYVIEW,NONE,4500 Block of 3RD ST,-122.390136349844,37.7368036226976
2010-06-30 22:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2010-06-30 22:30:00,OTHER OFFENSES,"DOG, STRAY OR VICIOUS",Wednesday,RICHMOND,NONE,500 Block of JOHNFKENNEDY DR,-122.46620466789301,37.7725405391593
2010-06-30 22:29:00,OTHER OFFENSES,EVADING A POLICE OFFICER RECKLESSLY,Wednesday,SOUTHERN,NONE,MARKET ST / 10TH ST,-122.41750470314501,37.7765400380328
2010-06-30 22:18:00,WARRANTS,WARRANT ARREST,Wednesday,SOUTHERN,"ARREST, BOOKED",FOLSOM ST / SHERMAN ST,-122.40701649097099,37.7773996401842
2010-06-30 22:00:00,ASSAULT,BATTERY,Wednesday,INGLESIDE,NONE,NAPLES ST / GENEVA AV,-122.436177137685,37.7142089386085
2010-06-30 22:00:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Wednesday,RICHMOND,NONE,6700 Block of FULTON ST,-122.504022776714,37.7717192500401
2010-06-30 22:00:00,SECONDARY CODES,DOMESTIC VIOLENCE,Wednesday,INGLESIDE,NONE,NAPLES ST / GENEVA AV,-122.436177137685,37.7142089386085
2010-06-30 22:00:00,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Wednesday,CENTRAL,NONE,400 Block of BATTERY ST,-122.400302577155,37.7952390728016
2010-06-30 22:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,MISSION,NONE,300 Block of CUMBERLAND ST,-122.43130271352,37.7587533216954
2010-06-30 22:00:00,VEHICLE THEFT,STOLEN TRUCK,Wednesday,MISSION,NONE,ALABAMA ST / 18TH ST,-122.412051228021,37.761644197745
2010-06-30 22:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,INGLESIDE,NONE,NAPLES ST / GENEVA AV,-122.436177137685,37.7142089386085
2010-06-30 22:00:00,LARCENY/THEFT,GRAND THEFT AUTO STRIP,Wednesday,INGLESIDE,NONE,700 Block of PARIS ST,-122.43841246766199,37.717193736091
2010-06-30 22:00:00,NON-CRIMINAL,LOST PROPERTY,Wednesday,CENTRAL,NONE,1000 Block of BUSH ST,-122.414576897,37.7894768075723
2010-06-30 22:00:00,VEHICLE THEFT,STOLEN TRUCK,Wednesday,BAYVIEW,NONE,600 Block of AMADOR ST,-122.38301308647101,37.745993671136496
2010-06-30 22:00:00,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Wednesday,CENTRAL,NONE,400 Block of BATTERY ST,-122.400302577155,37.7952390728016
2010-06-30 21:45:00,ASSAULT,BATTERY,Wednesday,SOUTHERN,"ARREST, BOOKED",1000 Block of FOLSOM ST,-122.406918427547,37.7775532148099
2010-06-30 21:35:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Wednesday,SOUTHERN,"ARREST, BOOKED",5TH ST / FOLSOM ST,-122.40339036479601,37.7802655777189
2010-06-30 21:35:00,OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,NORTHERN,"ARREST, CITED",TURK ST / LAGUNA ST,-122.427206305932,37.78111752563769
