Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
2005-09-25 23:50:00,WARRANTS,WARRANT ARREST,Sunday,MISSION,"ARREST, BOOKED",16TH ST / SHOTWELL ST,-122.416389710291,37.7652491154428
2005-09-25 23:50:00,LARCENY/THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,Sunday,MISSION,"ARREST, BOOKED",16TH ST / SHOTWELL ST,-122.416389710291,37.7652491154428
2005-09-25 23:47:00,ROBBERY,ROBBERY ON THE STREET WITH A GUN,Sunday,INGLESIDE,NONE,500 Block of ALEMANY BL,-122.42130534839599,37.7321638759455
2005-09-25 23:45:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Sunday,CENTRAL,NOT PROSECUTED,200 Block of CALIFORNIA ST,-122.39939245756099,37.7933368944757
2005-09-25 23:45:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,CENTRAL,NONE,600 Block of POST ST,-122.41307280202601,37.787754476656794
2005-09-25 23:40:00,BURGLARY,"BURGLARY, ATTEMPTED FORCIBLE ENTRY",Sunday,MISSION,DISTRICT ATTORNEY REFUSES TO PROSECUTE,200 Block of UTAH ST,-122.406682717015,37.7664756059426
2005-09-25 23:30:00,MISSING PERSON,MISSING JUVENILE,Sunday,TARAVAL,LOCATED,100 Block of HOWTH ST,-122.450468790175,37.721410765689505
2005-09-25 23:20:00,ROBBERY,"ROBBERY, BODILY FORCE",Sunday,MISSION,NONE,CESAR CHAVEZ ST / VALENCIA ST,-122.42027922768801,37.7481246616061
2005-09-25 23:16:00,SECONDARY CODES,GANG ACTIVITY,Sunday,INGLESIDE,"ARREST, BOOKED",4400 Block of MISSION ST,-122.43307534135,37.726854596498
2005-09-25 23:16:00,OTHER OFFENSES,CONSPIRACY,Sunday,INGLESIDE,"ARREST, BOOKED",4400 Block of MISSION ST,-122.43307534135,37.726854596498
2005-09-25 23:16:00,ROBBERY,ATTEMPTED ROBBERY ON THE STREET WITH BODILY FORCE,Sunday,INGLESIDE,"ARREST, BOOKED",4400 Block of MISSION ST,-122.43307534135,37.726854596498
2005-09-25 23:15:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,PARK,"ARREST, CITED",DIVISADERO ST / FULTON ST,-122.43818058229401,37.776855690022295
2005-09-25 23:13:00,TRESPASS,TRESPASSING,Sunday,SOUTHERN,"ARREST, BOOKED",900 Block of MARKET ST,-122.40953666269199,37.78269112134721
2005-09-25 23:13:00,FRAUD,DEFRAUDING AN INNKEEPER,Sunday,SOUTHERN,"ARREST, BOOKED",900 Block of MARKET ST,-122.40953666269199,37.78269112134721
2005-09-25 23:13:00,OTHER OFFENSES,RESISTING ARREST,Sunday,SOUTHERN,"ARREST, BOOKED",900 Block of MARKET ST,-122.40953666269199,37.78269112134721
2005-09-25 23:11:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,TENDERLOIN,NONE,JONES ST / GOLDEN GATE AV,-122.41222416474301,37.782072931180004
2005-09-25 23:06:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Sunday,TENDERLOIN,"ARREST, CITED",400 Block of ELLIS ST,-122.413631253258,37.7848053746211
2005-09-25 23:06:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Sunday,TENDERLOIN,"ARREST, CITED",400 Block of ELLIS ST,-122.413631253258,37.7848053746211
2005-09-25 23:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,BAYVIEW,NONE,MINNESOTA ST / 18TH ST,-122.390700766707,37.762925314
2005-09-25 23:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,CENTRAL,NONE,CALIFORNIA ST / DRUMM ST,-122.39630535624399,37.793257200308
2005-09-25 23:00:00,BURGLARY,SAFE BURGLARY OF A STORE,Sunday,TARAVAL,"ARREST, BOOKED",200 Block of WESTPORTAL AV,-122.46795851084299,37.7387826159442
2005-09-25 23:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,RICHMOND,NONE,LYON ST / POST ST,-122.444644182473,37.78368524059261
2005-09-25 23:00:00,FRAUD,"CREDIT CARD, INCOMPLETE OR COUNTERFEIT",Sunday,CENTRAL,NONE,CALIFORNIA ST / DRUMM ST,-122.39630535624399,37.793257200308
2005-09-25 22:55:00,ASSAULT,BATTERY,Sunday,INGLESIDE,NONE,100 Block of HIGHLAND AV,-122.422067184937,37.737362360521296
2005-09-25 22:50:00,ASSAULT,BATTERY,Sunday,BAYVIEW,NONE,2900 Block of GRIFFITH ST,-122.389590374753,37.7165191329396
2005-09-25 22:50:00,ASSAULT,THREATS AGAINST LIFE,Sunday,SOUTHERN,"ARREST, BOOKED",200 Block of VERMONT ST,-122.40461657130301,37.7665994932966
2005-09-25 22:49:00,SECONDARY CODES,JUVENILE INVOLVED,Sunday,CENTRAL,NONE,JEFFERSON ST / TAYLOR ST,-122.415805710596,37.80821200640961
2005-09-25 22:49:00,FAMILY OFFENSES,MINOR WITHOUT PROPER PARENTAL CARE,Sunday,CENTRAL,NONE,JEFFERSON ST / TAYLOR ST,-122.415805710596,37.80821200640961
2005-09-25 22:44:00,WARRANTS,WARRANT ARREST,Sunday,SOUTHERN,"ARREST, BOOKED",3RD ST / HARRISON ST,-122.397388784833,37.7825543452197
2005-09-25 22:44:00,SUSPICIOUS OCC,"SUSPICIOUS AUTO, POSSIBLY SEX",Sunday,SOUTHERN,"ARREST, BOOKED",3RD ST / HARRISON ST,-122.397388784833,37.7825543452197
