Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
2004-12-26 23:30:00,ASSAULT,BATTERY,Sunday,MISSION,NONE,16TH ST / MISSION ST,-122.419671780303,37.7650501214714
2004-12-26 23:00:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Sunday,INGLESIDE,NONE,NEWMAN ST / HOLLYPARK CR,-122.418942672418,37.737897635157
2004-12-26 23:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,INGLESIDE,UNFOUNDED,MONTEREY BL / FOERSTER ST,-122.44886549702801,37.7315417594271
2004-12-26 23:00:00,NON-CRIMINAL,LOST PROPERTY,Sunday,MISSION,NONE,500 Block of CASTRO ST,-122.43485678021099,37.760077705313705
2004-12-26 23:00:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Sunday,INGLESIDE,UNFOUNDED,MONTEREY BL / FOERSTER ST,-122.44886549702801,37.7315417594271
2004-12-26 23:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,CENTRAL,NONE,0 Block of FRANCISCO ST,-122.406167794377,37.8056494557581
2004-12-26 23:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,INGLESIDE,NONE,NEWMAN ST / HOLLYPARK CR,-122.418942672418,37.737897635157
2004-12-26 22:06:00,OTHER OFFENSES,FALSE EVIDENCE OF VEHICLE REGISTRATION,Sunday,SOUTHERN,"ARREST, CITED",FOLSOM ST / 9TH ST,-122.411612378042,37.7737679567282
2004-12-26 22:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,MISSION,NONE,BARTLETT ST / 23RD ST,-122.419705544814,37.75377070371261
2004-12-26 22:00:00,LARCENY/THEFT,"LOST PROPERTY, PETTY THEFT",Sunday,NORTHERN,NONE,1500 Block of CALIFORNIA ST,-122.41988857815399,37.790735381704394
2004-12-26 22:00:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Sunday,MISSION,NONE,BARTLETT ST / 23RD ST,-122.419705544814,37.75377070371261
2004-12-26 22:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,NORTHERN,NONE,1800 Block of FILBERT ST,-122.429951447549,37.79880516050649
2004-12-26 22:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,INGLESIDE,NONE,WILDE AV / DELTA ST,-122.407272258948,37.717820270169504
2004-12-26 22:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,MISSION,NONE,DOLORES ST / 15TH ST,-122.426540746329,37.7662675622027
2004-12-26 22:00:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,MISSION,PSYCHOPATHIC CASE,0 Block of OAKWOOD ST,-122.424873511257,37.7606814128072
2004-12-26 21:54:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,MISSION,"ARREST, CITED",16TH ST / MISSION ST,-122.419671780303,37.7650501214714
2004-12-26 21:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,INGLESIDE,NONE,0 Block of HANOVER ST,-122.43981137218799,37.710096482858795
2004-12-26 21:30:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Sunday,INGLESIDE,NONE,0 Block of HANOVER ST,-122.43981137218799,37.710096482858795
2004-12-26 21:30:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Sunday,NORTHERN,NONE,700 Block of FILLMORE ST,-122.43122496096399,37.7763145302112
2004-12-26 21:30:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,INGLESIDE,NONE,27TH ST / GUERRERO ST,-122.422385609212,37.747172843851
