Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
2006-09-24 23:55:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,CENTRAL,NONE,PINE ST / POWELL ST,-122.408977605413,37.79108869095421
2006-09-24 23:50:00,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Sunday,CENTRAL,"ARREST, BOOKED",HYDE ST / SUTTER ST,-122.4168291485,37.788178697075
2006-09-24 23:32:00,ASSAULT,INFLICT INJURY ON COHABITEE,Sunday,BAYVIEW,"ARREST, BOOKED",1000 Block of CONNECTICUT ST,-122.39720193799299,37.75353512427621
2006-09-24 23:30:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE,100 Block of BLUXOME ST,-122.399063980262,37.775012206354106
2006-09-24 23:25:00,LARCENY/THEFT,ATTEMPTED PETTY THEFT OF PROPERTY,Sunday,INGLESIDE,NONE,100 Block of HARVARD ST,-122.42117394587099,37.7276784556661
2006-09-24 23:25:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,INGLESIDE,NONE,100 Block of HARVARD ST,-122.42117394587099,37.7276784556661
2006-09-24 23:14:00,ASSAULT,THREATS AGAINST LIFE,Sunday,TENDERLOIN,"ARREST, BOOKED",300 Block of ELLIS ST,-122.411965795229,37.78491418595621
2006-09-24 23:14:00,OTHER OFFENSES,PAROLE VIOLATION,Sunday,TENDERLOIN,"ARREST, BOOKED",300 Block of ELLIS ST,-122.411965795229,37.78491418595621
2006-09-24 23:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,INGLESIDE,NONE,100 Block of LAIDLEY ST,-122.429137851217,37.7394390485787
2006-09-24 23:00:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Sunday,TENDERLOIN,NONE,300 Block of LEAVENWORTH ST,-122.414406029855,37.7841907151119
2006-09-24 23:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,BAYVIEW,NONE,1000 Block of LECONTE AV,-122.39800417734,37.7190331787318
2006-09-24 23:00:00,MISSING PERSON,MISSING JUVENILE,Sunday,PARK,NONE,2400 Block of GEARY BL,-122.443597047511,37.7826435280939
