Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
2011-09-25 23:50:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Sunday,TENDERLOIN,"ARREST, BOOKED",300 Block of ELLIS ST,-122.411965795229,37.78491418595621
2011-09-25 23:50:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Sunday,TENDERLOIN,"ARREST, BOOKED",300 Block of ELLIS ST,-122.411965795229,37.78491418595621
2011-09-25 23:50:00,OTHER OFFENSES,PAROLE VIOLATION,Sunday,TENDERLOIN,"ARREST, BOOKED",300 Block of ELLIS ST,-122.411965795229,37.78491418595621
2011-09-25 23:45:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Sunday,CENTRAL,NONE,600 Block of BUSH ST,-122.407324486129,37.790288504126394
2011-09-25 23:35:00,ROBBERY,ATTEMPTED ROBBERY WITH BODILY FORCE,Sunday,MISSION,NONE,2600 Block of FOLSOM ST,-122.414240098268,37.7548880080082
2011-09-25 23:35:00,ROBBERY,ATTEMPTED ROBBERY WITH A DEADLY WEAPON,Sunday,INGLESIDE,NONE,BONVIEW ST / EUGENIA AV,-122.418346274361,37.7407888782859
2011-09-25 23:35:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,INGLESIDE,NONE,BONVIEW ST / EUGENIA AV,-122.418346274361,37.7407888782859
2011-09-25 23:31:00,NON-CRIMINAL,FOUND PROPERTY,Sunday,INGLESIDE,NONE,100 Block of PEABODY ST,-122.407445487849,37.7103932288259
2011-09-25 23:30:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Sunday,NORTHERN,NONE,500 Block of LARKIN ST,-122.417367329727,37.7828626236813
2011-09-25 23:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,RICHMOND,NONE,1800 Block of BRODERICK ST,-122.441946101221,37.787395850241
2011-09-25 23:25:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,BAYVIEW,NONE,3RD ST / LECONTE AV,-122.397480899382,37.7188354421048
2011-09-25 23:07:00,OTHER OFFENSES,FALSE EVIDENCE OF VEHICLE REGISTRATION,Sunday,RICHMOND,"ARREST, CITED",6200 Block of GEARY BL,-122.486359655216,37.7801329510665
2011-09-25 23:07:00,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Sunday,RICHMOND,"ARREST, CITED",6200 Block of GEARY BL,-122.486359655216,37.7801329510665
2011-09-25 23:00:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Sunday,TARAVAL,NONE,0 Block of FORESTSIDE AV,-122.468096706404,37.7424220714738
2011-09-25 22:50:00,TRESPASS,TRESPASSING,Sunday,SOUTHERN,"ARREST, CITED",300 Block of 11TH ST,-122.413189430011,37.77127369135761
2011-09-25 22:50:00,ASSAULT,BATTERY,Sunday,SOUTHERN,"ARREST, CITED",300 Block of 11TH ST,-122.413189430011,37.77127369135761
2011-09-25 22:45:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Sunday,MISSION,NONE,3400 Block of 19TH ST,-122.421047623733,37.7601791935819
2011-09-25 22:45:00,TRESPASS,TRESPASSING,Sunday,MISSION,NONE,3400 Block of 19TH ST,-122.421047623733,37.7601791935819
