Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
2010-09-26 23:40:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,BAYVIEW,NONE,SUNNYDALE AV / BAY SHORE BL,-122.405109485404,37.7088563076781
2010-09-26 23:30:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,MISSION,NONE,3600 Block of 19TH ST,-122.42425750465799,37.7599852182816
2010-09-26 23:30:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,NORTHERN,NONE,2600 Block of VANNESS AV,-122.42409575301501,37.7999814623537
2010-09-26 23:30:00,MISSING PERSON,MISSING ADULT,Sunday,TARAVAL,LOCATED,2200 Block of 20TH AV,-122.47702758096099,37.74578011155671
2010-09-26 23:30:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Sunday,NORTHERN,NONE,2600 Block of VANNESS AV,-122.42409575301501,37.7999814623537
2010-09-26 23:20:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,TENDERLOIN,NONE,300 Block of EDDY ST,-122.412930522059,37.7838344374141
2010-09-26 23:15:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Sunday,NORTHERN,"ARREST, BOOKED",600 Block of EDDY ST,-122.418360181974,37.783149897821104
2010-09-26 23:15:00,OTHER OFFENSES,RESISTING ARREST,Sunday,NORTHERN,"ARREST, BOOKED",600 Block of EDDY ST,-122.418360181974,37.783149897821104
2010-09-26 23:15:00,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Sunday,NORTHERN,"ARREST, BOOKED",600 Block of EDDY ST,-122.418360181974,37.783149897821104
2010-09-26 23:14:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,INGLESIDE,NONE,100 Block of FAIRMOUNT ST,-122.42663200567,37.738847083696704
2010-09-26 23:14:00,LARCENY/THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,Sunday,INGLESIDE,NONE,100 Block of FAIRMOUNT ST,-122.42663200567,37.738847083696704
2010-09-26 23:13:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Sunday,BAYVIEW,NONE,OAKDALE AV / BALDWIN CT,-122.38140097139299,37.7294904424423
2010-09-26 23:10:00,NON-CRIMINAL,AIDED CASE,Sunday,PARK,NONE,100 Block of PARNASSUS AV,-122.450527489357,37.7648254388589
2010-09-26 23:05:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,MISSION,NONE,YORK ST / 18TH ST,-122.40915961801201,37.7618174293933
2010-09-26 23:00:00,SUSPICIOUS OCC,SUSPICIOUS ACT TOWARDS FEMALE,Sunday,INGLESIDE,NONE,GENEVA AV / NAPLES ST,-122.436177137685,37.7142089386085
2010-09-26 23:00:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Sunday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2010-09-26 23:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,RICHMOND,NONE,2100 Block of CABRILLO ST,-122.481654616135,37.7745036291064
2010-09-26 23:00:00,NON-CRIMINAL,LOST PROPERTY,Sunday,SOUTHERN,NONE,200 Block of 12TH ST,-122.416557414369,37.771512377593105
2010-09-26 22:58:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Sunday,MISSION,"ARREST, BOOKED",2300 Block of MARKET ST,-122.43403618214,37.7632941952462
2010-09-26 22:58:00,ASSAULT,BATTERY,Sunday,MISSION,"ARREST, BOOKED",2300 Block of MARKET ST,-122.43403618214,37.7632941952462
2010-09-26 22:53:00,OTHER OFFENSES,RESISTING ARREST,Sunday,RICHMOND,"ARREST, CITED",48TH AV / GEARY BL,-122.509367566813,37.7789629213972
2010-09-26 22:53:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,RICHMOND,"ARREST, CITED",48TH AV / GEARY BL,-122.509367566813,37.7789629213972
2010-09-26 22:35:00,OTHER OFFENSES,FALSE EVIDENCE OF VEHICLE REGISTRATION,Sunday,BAYVIEW,"ARREST, CITED",25TH ST / MICHIGAN ST,-122.385848978548,37.752946626088296
2010-09-26 22:30:00,ASSAULT,INFLICT INJURY ON COHABITEE,Sunday,SOUTHERN,"ARREST, BOOKED",0 Block of DORE ST,-122.413045971966,37.7738617771611
2010-09-26 22:30:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Sunday,BAYVIEW,NONE,900 Block of DEHARO ST,-122.40098277818599,37.7576451938845
2010-09-26 22:30:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Sunday,SOUTHERN,"ARREST, BOOKED",0 Block of DORE ST,-122.413045971966,37.7738617771611
2010-09-26 22:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,TARAVAL,NONE,BRIGHT ST / SARGENT ST,-122.463521006257,37.71613516505229
2010-09-26 22:15:00,PROSTITUTION,LOITERING FOR PURPOSE OF PROSTITUTION,Sunday,NORTHERN,"ARREST, CITED",ELLIS ST / LARKIN ST,-122.417710344726,37.7842362877887
2010-09-26 22:00:00,NON-CRIMINAL,LOST PROPERTY,Sunday,MISSION,NONE,200 Block of VALENCIA ST,-122.422158645677,37.7684403915766
2010-09-26 22:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,TARAVAL,NONE,LINCOLN WY / 24TH AV,-122.482614313563,37.76520861949921
2010-09-26 21:50:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,TENDERLOIN,"ARREST, CITED",HYDE ST / OFARRELL ST,-122.416261836834,37.78537508463761
2010-09-26 21:36:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Sunday,INGLESIDE,NONE,CORTLAND AV / BENNINGTON ST,-122.417779045651,37.7391829161149
2010-09-26 21:31:00,OTHER OFFENSES,PAROLE VIOLATION,Sunday,TENDERLOIN,"ARREST, BOOKED",400 Block of ELLIS ST,-122.413609328985,37.784696907904
2010-09-26 21:31:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Sunday,TENDERLOIN,"ARREST, BOOKED",400 Block of ELLIS ST,-122.413609328985,37.784696907904
2010-09-26 21:31:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Sunday,TENDERLOIN,"ARREST, BOOKED",400 Block of ELLIS ST,-122.413609328985,37.784696907904
2010-09-26 21:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,NORTHERN,NONE,800 Block of EDDY ST,-122.421667086071,37.7828419848131
2010-09-26 21:30:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,BAYVIEW,NONE,WATERVILLE ST / CONKLING ST,-122.40282799456,37.735892767241104
2010-09-26 21:18:00,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Sunday,TENDERLOIN,NONE,200 Block of JONES ST,-122.41243690186701,37.7834857455601
2010-09-26 21:15:00,ROBBERY,"ROBBERY, ARMED WITH A GUN",Sunday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2010-09-26 21:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,NORTHERN,NONE,100 Block of POLK ST,-122.41816150740802,37.7777435982521
2010-09-26 21:00:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Sunday,TENDERLOIN,NONE,500 Block of OFARRELL ST,-122.41382007017599,37.7857382950322
2010-09-26 21:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,INGLESIDE,NONE,600 Block of GENEVA AV,-122.44431384507799,37.7195649059941
2010-09-26 21:00:00,BURGLARY,"BURGLARY,APT UNDER CONSTRUCTION, UNLAWFUL ENTRY",Sunday,BAYVIEW,NONE,1200 Block of SHAFTER AV,-122.38416128618499,37.7273840237408
2010-09-26 21:00:00,NON-CRIMINAL,LOST PROPERTY,Sunday,TENDERLOIN,NONE,200 Block of HYDE ST,-122.415721688006,37.7830679886919
2010-09-26 21:00:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Sunday,TENDERLOIN,NONE,600 Block of ELLIS ST,-122.416916142188,37.78439444920679
2010-09-26 21:00:00,NON-CRIMINAL,AIDED CASE,Sunday,SOUTHERN,NONE,6TH ST / HOWARD ST,-122.407163046954,37.7797376338991
2010-09-26 20:52:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Sunday,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2010-09-26 20:52:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Sunday,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2010-09-26 20:50:00,ASSAULT,BATTERY,Sunday,CENTRAL,"ARREST, CITED",900 Block of BUSH ST,-122.41292895522,37.7896868265784
2010-09-26 20:44:00,SUSPICIOUS OCC,SUSPICIOUS ACT TOWARDS FEMALE,Sunday,RICHMOND,UNFOUNDED,1200 Block of ELCAMINODELMAR ST,-122.496810857029,37.7858595062715
2010-09-26 20:40:00,ROBBERY,ROBBERY ON THE STREET WITH A DANGEROUS WEAPON,Sunday,MISSION,"ARREST, BOOKED",3200 Block of 19TH ST,-122.415390565092,37.7605208373697
2010-09-26 20:40:00,SECONDARY CODES,GANG ACTIVITY,Sunday,MISSION,"ARREST, BOOKED",3200 Block of 19TH ST,-122.415390565092,37.7605208373697
2010-09-26 20:40:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,BAYVIEW,"ARREST, CITED",THOMAS AV / JENNINGS ST,-122.38755449349199,37.728295993565396
2010-09-26 20:40:00,OTHER OFFENSES,CONSPIRACY,Sunday,MISSION,"ARREST, BOOKED",3200 Block of 19TH ST,-122.415390565092,37.7605208373697
2010-09-26 20:30:00,ASSAULT,THREATS AGAINST LIFE,Sunday,BAYVIEW,NONE,1100 Block of FITZGERALD AV,-122.390440681948,37.72041707725121
2010-09-26 20:30:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Sunday,CENTRAL,NONE,1300 Block of GRANT AV,-122.40737096526699,37.79924012538321
2010-09-26 20:00:00,ARSON,ARSON OF A VEHICLE,Sunday,BAYVIEW,NONE,1600 Block of KIRKWOOD AV,-122.390952930587,37.7386625599684
2010-09-26 20:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,NORTHERN,NONE,SUTTER ST / FILLMORE ST,-122.433274677957,37.7860862387282
2010-09-26 20:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,TARAVAL,NONE,0 Block of FONT BL,-122.472279908251,37.7146944676334
2010-09-26 20:00:00,LARCENY/THEFT,"LICENSE PLATE OR TAB, THEFT OF",Sunday,RICHMOND,NONE,100 Block of 12TH AV,-122.47111586370701,37.7854348824258
2010-09-26 19:58:00,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Sunday,INGLESIDE,"ARREST, BOOKED",5400 Block of MISSION ST,-122.444314025188,37.7131083433264
2010-09-26 19:53:00,OTHER OFFENSES,"TRAFFIC COLLISION, HIT & RUN, INJURY",Sunday,MISSION,COMPLAINANT REFUSES TO PROSECUTE,2300 Block of MARKET ST,-122.43403618214,37.7632941952462
2010-09-26 19:50:00,PROSTITUTION,LOITERING FOR PURPOSE OF PROSTITUTION,Sunday,TENDERLOIN,"ARREST, CITED",ELLIS ST / HYDE ST,-122.41607528505101,37.78444966127911
