Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
2014-03-31 23:55:00,ASSAULT,THREATS AGAINST LIFE,Monday,TENDERLOIN,"ARREST, BOOKED",100 Block of TAYLOR ST,-122.410928353347,37.7836778741124
2014-03-31 23:55:00,OTHER OFFENSES,RESISTING ARREST,Monday,TENDERLOIN,"ARREST, BOOKED",100 Block of TAYLOR ST,-122.410928353347,37.7836778741124
2014-03-31 23:45:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,MISSION,NONE,18TH ST / COLLINGWOOD ST,-122.43611530204201,37.7608228396674
2014-03-31 23:31:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,BELCHER ST / 14TH ST,-122.43008226056699,37.7676627490086
2014-03-31 23:30:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,PARK,"ARREST, BOOKED",100 Block of NOE ST,-122.433224696604,37.7662659815203
2014-03-31 23:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE,600 Block of 8TH ST,-122.40458733688699,37.7707065329437
2014-03-31 23:30:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,SOUTHERN,"ARREST, CITED",HOWARD ST / 8TH ST,-122.411609760643,37.7762209908405
2014-03-31 23:25:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Monday,INGLESIDE,"ARREST, BOOKED",900 Block of GENEVA AV,-122.439909766772,37.715765426995
2014-03-31 23:14:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,BAYVIEW,"ARREST, CITED",PALOU AV / INGALLS ST,-122.383433948755,37.7297381449981
2014-03-31 23:10:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Monday,SOUTHERN,NONE,1100 Block of MARKET ST,-122.413564091744,37.779514030063
2014-03-31 23:05:00,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Monday,TENDERLOIN,NONE,400 Block of EDDY ST,-122.415088721046,37.7836719564372
2014-03-31 23:00:00,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Monday,INGLESIDE,"ARREST, BOOKED",400 Block of JOOST AV,-122.44547478111001,37.7323966010148
2014-03-31 23:00:00,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Monday,TENDERLOIN,"ARREST, BOOKED",300 Block of LEAVENWORTH ST,-122.414406029855,37.7841907151119
2014-03-31 23:00:00,SEX OFFENSES FORCIBLE,SEXUAL BATTERY,Monday,NORTHERN,NONE,3200 Block of SCOTT ST,-122.441011054352,37.799719446002
2014-03-31 23:00:00,SECONDARY CODES,DOMESTIC VIOLENCE,Monday,TENDERLOIN,"ARREST, BOOKED",300 Block of LEAVENWORTH ST,-122.414406029855,37.7841907151119
2014-03-31 23:00:00,ASSAULT,THREATS AGAINST LIFE,Monday,TENDERLOIN,"ARREST, BOOKED",300 Block of LEAVENWORTH ST,-122.414406029855,37.7841907151119
2014-03-31 22:55:00,ROBBERY,ROBBERY ON THE STREET WITH A DANGEROUS WEAPON,Monday,CENTRAL,NONE,2400 Block of LEAVENWORTH ST,-122.41813514994499,37.8034015647462
2014-03-31 22:50:00,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,MISSION,"ARREST, CITED",SOUTH VAN NESS AV / 14TH ST,-122.417803355796,37.7684043083075
2014-03-31 22:45:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,BAYVIEW,NONE,1300 Block of DEHARO ST,-122.40065055627501,37.7531989362472
2014-03-31 22:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,INGLESIDE,NONE,EXCELSIOR AV / MOSCOW ST,-122.426469490379,37.7228259582084
2014-03-31 22:22:00,NON-CRIMINAL,FOUND PROPERTY,Monday,RICHMOND,NONE,3700 Block of GEARY BL,-122.45945169075,37.78136261325521
2014-03-31 22:20:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,RICHMOND,NONE,600 Block of 22ND AV,-122.481247654582,37.7754950476528
2014-03-31 22:20:00,LARCENY/THEFT,GRAND THEFT BICYCLE,Monday,MISSION,NONE,BRYANT ST / 16TH ST,-122.410488829308,37.765605863870505
2014-03-31 22:00:00,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Monday,CENTRAL,NONE,600 Block of POST ST,-122.413056449036,37.7876453111782
2014-03-31 22:00:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Monday,BAYVIEW,NONE,1600 Block of 16TH ST,-122.403178416796,37.766100058176704
2014-03-31 22:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE,800 Block of PINE ST,-122.409804474418,37.79092861159771
2014-03-31 22:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,RICHMOND,NONE,SCOTT ST / BUSH ST,-122.43839486949499,37.7863922340602
2014-03-31 22:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,PARK,NONE,1000 Block of SHRADER ST,-122.45123784819201,37.7651488651911
2014-03-31 22:00:00,FORGERY/COUNTERFEITING,"FORGERY, NOTES",Monday,PARK,NONE,1000 Block of SHRADER ST,-122.45123784819201,37.7651488651911
2014-03-31 21:53:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,INGLESIDE,"ARREST, CITED",LISBON ST / AMAZON AV,-122.437898876177,37.716320502044795
2014-03-31 21:48:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Monday,TARAVAL,UNFOUNDED,19TH AV / HOLLOWAY AV,-122.475222189932,37.7210571460375
2014-03-31 21:45:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,BAYVIEW,"ARREST, CITED",QUESADA AV / HAWES ST,-122.382128908059,37.7280531665279
2014-03-31 21:44:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,NORTHERN,"ARREST, BOOKED",1100 Block of POST ST,-122.42075384839899,37.7866670084912
2014-03-31 21:44:00,FRAUD,FALSE ID TO PEACE OFFICER,Monday,NORTHERN,"ARREST, BOOKED",1100 Block of POST ST,-122.42075384839899,37.7866670084912
2014-03-31 21:44:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Monday,NORTHERN,"ARREST, BOOKED",1100 Block of POST ST,-122.42075384839899,37.7866670084912
2014-03-31 21:40:00,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Monday,RICHMOND,NONE,2800 Block of JACKSON ST,-122.442017673967,37.7915766396398
2014-03-31 21:40:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,INGLESIDE,NONE,0 Block of MADISON ST,-122.423689957148,37.728466019962895
2014-03-31 21:32:00,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Monday,SOUTHERN,"ARREST, BOOKED",500 Block of 5TH ST,-122.399209954876,37.7770089257655
2014-03-31 21:32:00,SECONDARY CODES,DOMESTIC VIOLENCE,Monday,SOUTHERN,"ARREST, BOOKED",500 Block of 5TH ST,-122.399209954876,37.7770089257655
2014-03-31 21:32:00,ASSAULT,THREATS AGAINST LIFE,Monday,SOUTHERN,"ARREST, BOOKED",500 Block of 5TH ST,-122.399209954876,37.7770089257655
2014-03-31 21:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,INGLESIDE,NONE,4900 Block of MISSION ST,-122.438695075365,37.7196920262929
2014-03-31 21:30:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Monday,INGLESIDE,NONE,4900 Block of MISSION ST,-122.438695075365,37.7196920262929
2014-03-31 21:30:00,SUSPICIOUS OCC,SUSPICIOUS ACT TOWARDS CHILD,Monday,MISSION,NONE,24TH ST / FLORIDA ST,-122.410067981387,37.752737880572
2014-03-31 21:30:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Monday,NORTHERN,NONE,POST ST / FILLMORE ST,-122.433084166837,37.7851499161537
2014-03-31 21:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,CENTRAL,NONE,UNION ST / COLUMBUS AV,-122.41020837051799,37.800314824105705
2014-03-31 21:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,MISSION,NONE,SANCHEZ ST / 18TH ST,-122.430574059363,37.7611554643177
2014-03-31 21:25:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,1300 Block of WEBSTER ST,-122.431046366089,37.7830295716044
2014-03-31 21:21:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE,BAY ST / MASON ST,-122.413609602048,37.8056188797632
2014-03-31 21:15:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Monday,MISSION,NONE,1000 Block of POTRERO AV,-122.406539115148,37.7564864109309
2014-03-31 21:10:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Monday,NORTHERN,NONE,PACIFIC AV / BUCHANAN ST,-122.43144962232,37.793766310489204
2014-03-31 21:00:00,LARCENY/THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,Monday,PARK,NONE,1700 Block of EDDY ST,-122.43644305449,37.7808493247624
2014-03-31 21:00:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,PARK,PSYCHOPATHIC CASE,300 Block of PARNASSUS AV,-122.455947311683,37.764080084292296
2014-03-31 20:51:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,SOUTHERN,"ARREST, CITED",800 Block of MARKET ST,-122.407633520742,37.7841893501425
2014-03-31 20:35:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Monday,MISSION,NONE,16TH ST / CAPP ST,-122.418701003284,37.76510987862221
2014-03-31 20:35:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,TARAVAL,NONE,700 Block of TARAVAL ST,-122.47410271041599,37.743174496996296
2014-03-31 20:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,MISSION,NONE,3500 Block of 17TH ST,-122.42511038332,37.7630432713507
2014-03-31 20:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,RICHMOND,NONE,CLEMENT ST / 23RD AV,-122.48273697562,37.7821195595198
2014-03-31 20:30:00,VEHICLE THEFT,STOLEN TRUCK,Monday,BAYVIEW,NONE,17TH ST / CONNECTICUT ST,-122.39774156658899,37.7650728676774
2014-03-31 20:27:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,BAYVIEW,"ARREST, CITED",FITZGERALD AV / JENNINGS ST,-122.393174162423,37.722036232083
2014-03-31 20:26:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,SOUTHERN,NONE,100 Block of 8TH ST,-122.41243633288,37.776804935521895
2014-03-31 20:20:00,FORGERY/COUNTERFEITING,"COUNTERFEITING, POSSESSION COINS OR NOTES",Monday,CENTRAL,"ARREST, CITED",300 Block of POWELL ST,-122.40838427554199,37.7878271137225
2014-03-31 20:20:00,FRAUD,DEFRAUDING AN INNKEEPER,Monday,CENTRAL,"ARREST, CITED",300 Block of POWELL ST,-122.40838427554199,37.7878271137225
2014-03-31 20:17:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,TARAVAL,PSYCHOPATHIC CASE,1100 Block of PLYMOUTH AV,-122.456215207322,37.722885629813796
2014-03-31 20:15:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE,300 Block of THE EMBARCADERONORTH ST,-122.396374439116,37.79805325280579
