Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
2007-06-30 23:45:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,NORTHERN,NONE,POLK ST / BROADWAY ST,-122.421772135304,37.79594615319579
2007-06-30 23:37:00,SUSPICIOUS OCC,SUSPICIOUS PERSON,Saturday,CENTRAL,NONE,COLUMBUS AV / FILBERT ST,-122.411378573151,37.801125426297
2007-06-30 23:30:00,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Saturday,TARAVAL,NONE,0 Block of WAWONA ST,-122.46634977964199,37.7424689556292
2007-06-30 23:30:00,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Saturday,TARAVAL,NONE,0 Block of WAWONA ST,-122.46634977964199,37.7424689556292
2007-06-30 23:25:00,SECONDARY CODES,DOMESTIC VIOLENCE,Saturday,TARAVAL,"ARREST, BOOKED",1200 Block of 26TH AV,-122.48476055170099,37.7641529143405
2007-06-30 23:25:00,ASSAULT,THREATS AGAINST LIFE,Saturday,TARAVAL,"ARREST, BOOKED",1200 Block of 26TH AV,-122.48476055170099,37.7641529143405
2007-06-30 23:21:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Saturday,MISSION,NONE,100 Block of CAPP ST,-122.418687919804,37.7642753857061
2007-06-30 23:21:00,DISORDERLY CONDUCT,DISTURBING THE PEACE,Saturday,MISSION,NONE,100 Block of CAPP ST,-122.418687919804,37.7642753857061
2007-06-30 23:20:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,INGLESIDE,"ARREST, CITED",MISSION ST / TINGLEY ST,-122.431801286177,37.7282490186293
2007-06-30 23:15:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,CENTRAL,"ARREST, CITED",GEARY ST / LARKIN ST,-122.418090766692,37.7861007451645
2007-06-30 23:10:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Saturday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2007-06-30 23:10:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,TENDERLOIN,NONE,OFARRELL ST / JONES ST,-122.412970537591,37.78578837668879
2007-06-30 23:10:00,SECONDARY CODES,PREJUDICE-BASED INCIDENT,Saturday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2007-06-30 23:08:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,INGLESIDE,"ARREST, CITED",4200 Block of MISSION ST,-122.430397787998,37.729481842978004
2007-06-30 23:00:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Saturday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2007-06-30 23:00:00,ASSAULT,BATTERY,Saturday,SOUTHERN,"ARREST, BOOKED",500 Block of 3RD ST,-122.394886569527,37.780480193829604
2007-06-30 23:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,NORTHERN,NONE,1500 Block of VANNESS AV,-122.422062730264,37.789920001484106
2007-06-30 23:00:00,NON-CRIMINAL,LOST PROPERTY,Saturday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2007-06-30 23:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,CENTRAL,NONE,1500 Block of STOCKTON ST,-122.409172280494,37.7999686805485
2007-06-30 23:00:00,ASSAULT,CHILD ABUSE (PHYSICAL),Saturday,SOUTHERN,"ARREST, BOOKED",500 Block of 3RD ST,-122.394886569527,37.780480193829604
2007-06-30 23:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,MISSION,NONE,3000 Block of 25TH ST,-122.411273102876,37.7510080326388
2007-06-30 22:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,SOUTHERN,NONE,HARRISON ST / 11TH ST,-122.41248326348,37.7706305910776
2007-06-30 22:19:00,NON-CRIMINAL,"AIDED CASE, INJURED PERSON",Saturday,NORTHERN,NONE,1000 Block of GEARY ST,-122.420571110949,37.7857331120575
2007-06-30 22:08:00,WARRANTS,ENROUTE TO PAROLE OFFICER,Saturday,CENTRAL,"ARREST, BOOKED",400 Block of JEFFERSON ST,-122.419941636264,37.8077487904473
2007-06-30 22:08:00,ROBBERY,ATTEMPTED ROBBERY COMM. ESTAB. WITH BODILY FORCE,Saturday,CENTRAL,"ARREST, BOOKED",400 Block of JEFFERSON ST,-122.419941636264,37.8077487904473
2007-06-30 22:08:00,ASSAULT,THREATS AGAINST LIFE,Saturday,CENTRAL,"ARREST, BOOKED",400 Block of JEFFERSON ST,-122.419941636264,37.8077487904473
2007-06-30 22:00:00,OTHER OFFENSES,RESISTING ARREST,Saturday,NORTHERN,"ARREST, BOOKED",FILLMORE ST / GOLDEN GATE AV,-122.431952436364,37.779564749866296
2007-06-30 22:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,SOUTHERN,NONE,MARKET ST / 6TH ST,-122.41029351969,37.7822305870036
2007-06-30 22:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,INGLESIDE,NONE,100 Block of LAIDLEY ST,-122.429137851217,37.7394390485787
2007-06-30 22:00:00,FORGERY/COUNTERFEITING,"CHECKS, FORGERY (FELONY)",Saturday,TARAVAL,"ARREST, BOOKED",1200 Block of IRVING ST,-122.47114555295,37.7638796121694
2007-06-30 22:00:00,NON-CRIMINAL,AIDED CASE,Saturday,SOUTHERN,NOT PROSECUTED,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2007-06-30 22:00:00,WARRANTS,WARRANT ARREST,Saturday,TARAVAL,"ARREST, BOOKED",1200 Block of IRVING ST,-122.47114555295,37.7638796121694
2007-06-30 22:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,NORTHERN,NONE,600 Block of LARCH ST,-122.42815115473,37.7815325510309
2007-06-30 22:00:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Saturday,NORTHERN,"ARREST, BOOKED",FILLMORE ST / GOLDEN GATE AV,-122.431952436364,37.779564749866296
2007-06-30 22:00:00,ASSAULT,BATTERY,Saturday,SOUTHERN,NOT PROSECUTED,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2007-06-30 22:00:00,ROBBERY,"ROBBERY, BODILY FORCE",Saturday,CENTRAL,NONE,1000 Block of SUTTER ST,-122.417650682357,37.788015847733895
2007-06-30 22:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,INGLESIDE,NONE,100 Block of COLERIDGE ST,-122.419886657515,37.7433311461752
2007-06-30 22:00:00,ASSAULT,BATTERY,Saturday,NORTHERN,"ARREST, BOOKED",FILLMORE ST / GOLDEN GATE AV,-122.431952436364,37.779564749866296
2007-06-30 22:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,CENTRAL,NONE,1000 Block of SUTTER ST,-122.417650682357,37.788015847733895
2007-06-30 21:58:00,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Saturday,CENTRAL,"ARREST, CITED",1000 Block of KEARNY ST,-122.405298630562,37.797342253924896
2007-06-30 21:58:00,OTHER OFFENSES,MISCELLANEOUS STATE MISDEMEANOR,Saturday,CENTRAL,"ARREST, CITED",1000 Block of KEARNY ST,-122.405298630562,37.797342253924896
2007-06-30 21:45:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,PARK,NONE,OAK ST / SHRADER ST,-122.45224265737,37.7712286761869
2007-06-30 21:44:00,WARRANTS,WARRANT ARREST,Saturday,BAYVIEW,JUVENILE BOOKED,1700 Block of LASALLE AV,-122.391434800433,37.7381270935013
2007-06-30 21:40:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,TENDERLOIN,NONE,0 Block of POWELL ST,-122.407845374111,37.7850943210103
2007-06-30 21:30:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,NORTHERN,NONE,CALIFORNIA ST / FILLMORE ST,-122.43384306629801,37.7889062433785
2007-06-30 21:30:00,NON-CRIMINAL,LOST PROPERTY,Saturday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2007-06-30 21:03:00,OTHER OFFENSES,TRAFFIC VIOLATION,Saturday,PARK,"ARREST, BOOKED",SCOTT ST / EDDY ST,-122.437262577518,37.7808016285055
2007-06-30 21:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,BAYVIEW,NONE,23RD ST / RHODEISLAND ST,-122.40159033687901,37.7545698243645
2007-06-30 21:00:00,BURGLARY,"BURGLARY OF STORE, FORCIBLE ENTRY",Saturday,MISSION,NONE,1100 Block of GUERRERO ST,-122.423061898379,37.75274830746061
2007-06-30 21:00:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,MISSION,NONE,100 Block of CLINTONPARK ST,-122.423417640611,37.7692664689781
2007-06-30 20:45:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,INGLESIDE,NONE,1500 Block of SANCHEZ ST,-122.428990049488,37.7439601063991
2007-06-30 20:41:00,NON-CRIMINAL,FOUND PROPERTY,Saturday,INGLESIDE,NONE,1900 Block of SUNNYDALE AV,-122.417107986993,37.7122561827524
2007-06-30 20:30:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,MISSION,NONE,100 Block of LIBERTY ST,-122.424597699062,37.7575507679091
2007-06-30 20:30:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,BAYVIEW,PSYCHOPATHIC CASE,300 Block of DEHARO ST,-122.40158959441798,37.765477560366
2007-06-30 20:26:00,ASSAULT,BATTERY OF A POLICE OFFICER,Saturday,BAYVIEW,"ARREST, BOOKED",200 Block of MISSOURI ST,-122.396653544153,37.763198917406996
2007-06-30 20:26:00,OTHER OFFENSES,PROBATION VIOLATION,Saturday,BAYVIEW,"ARREST, BOOKED",200 Block of MISSOURI ST,-122.396653544153,37.763198917406996
2007-06-30 20:26:00,WARRANTS,WARRANT ARREST,Saturday,BAYVIEW,"ARREST, BOOKED",200 Block of MISSOURI ST,-122.396653544153,37.763198917406996
2007-06-30 20:22:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Saturday,TENDERLOIN,"ARREST, CITED",400 Block of OFARRELL ST,-122.412569415086,37.7858955061569
2007-06-30 20:15:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,PARK,"ARREST, CITED",STANYAN ST / WALLER ST,-122.45335464746901,37.7682463076665
2007-06-30 20:15:00,OTHER OFFENSES,FALSE REPORT OF BOMB,Saturday,SOUTHERN,"ARREST, BOOKED",800 Block of 3RD ST,-122.39142506985701,37.7778727797586
2007-06-30 20:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,PARK,NONE,0 Block of PARKRIDGE DR,-122.44607683459499,37.752606619539
2007-06-30 20:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,INGLESIDE,NONE,1200 Block of CAYUGA AV,-122.443353430144,37.7191083257625
2007-06-30 20:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,NORTHERN,NONE,VANNESS AV / MCALLISTER ST,-122.420250482603,37.780074574633396
2007-06-30 20:00:00,MISSING PERSON,MISSING ADULT,Saturday,CENTRAL,LOCATED,900 Block of POST ST,-122.41682519978599,37.787277154617
