Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
2007-09-23 23:40:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,MISSION,"ARREST, CITED",300 Block of SHOTWELL ST,-122.416082198307,37.76282326743871
2007-09-23 23:40:00,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Sunday,MISSION,"ARREST, CITED",300 Block of SHOTWELL ST,-122.416082198307,37.76282326743871
2007-09-23 23:37:00,VANDALISM,MALICIOUS MISCHIEF,Sunday,TENDERLOIN,JUVENILE CITED,0 Block of GOLDEN GATE AV,-122.411268613368,37.782250087316704
2007-09-23 23:37:00,WEAPON LAWS,POSS OF FIRE BOMB,Sunday,TENDERLOIN,JUVENILE CITED,0 Block of GOLDEN GATE AV,-122.411268613368,37.782250087316704
2007-09-23 23:37:00,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Sunday,TENDERLOIN,JUVENILE CITED,0 Block of GOLDEN GATE AV,-122.411268613368,37.782250087316704
2007-09-23 23:30:00,ASSAULT,THREATS AGAINST LIFE,Sunday,NORTHERN,DISTRICT ATTORNEY REFUSES TO PROSECUTE,600 Block of WILLOW ST,-122.42831052169,37.782362906932896
2007-09-23 23:30:00,ASSAULT,BATTERY,Sunday,NORTHERN,DISTRICT ATTORNEY REFUSES TO PROSECUTE,600 Block of WILLOW ST,-122.42831052169,37.782362906932896
2007-09-23 23:20:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Sunday,CENTRAL,NONE,600 Block of SUTTER ST,-122.411090752992,37.788964175606296
2007-09-23 23:20:00,MISSING PERSON,MISSING JUVENILE,Sunday,TARAVAL,NONE,0 Block of JULES AV,-122.461163238283,37.7191248815986
2007-09-23 23:20:00,MISSING PERSON,FOUND PERSON,Sunday,TARAVAL,NONE,0 Block of JULES AV,-122.461163238283,37.7191248815986
2007-09-23 23:18:00,OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,PARK,"ARREST, CITED",FULTON ST / BAKER ST,-122.441488426414,37.7764331716134
2007-09-23 23:16:00,ASSAULT,BATTERY,Sunday,INGLESIDE,"ARREST, CITED",MISSION ST / 30TH ST,-122.42197091902901,37.74237522452549
2007-09-23 23:16:00,OTHER OFFENSES,RESISTING ARREST,Sunday,INGLESIDE,"ARREST, CITED",MISSION ST / 30TH ST,-122.42197091902901,37.74237522452549
2007-09-23 23:14:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Sunday,CENTRAL,UNFOUNDED,LARKIN ST / GEARY ST,-122.418090766692,37.7861007451645
2007-09-23 23:00:00,BURGLARY,"BURGLARY OF WAREHOUSE, FORCIBLE ENTRY",Sunday,BAYVIEW,NONE,1200 Block of FITZGERALD AV,-122.39221691150401,37.721560203650796
2007-09-23 22:55:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,TENDERLOIN,"ARREST, CITED",EDDY ST / TAYLOR ST,-122.410955248906,37.7841399509594
2007-09-23 22:48:00,OTHER OFFENSES,PROBATION VIOLATION,Sunday,TENDERLOIN,"ARREST, BOOKED",HYDE ST / TURK ST,-122.415694922134,37.7825851968467
2007-09-23 22:48:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Sunday,TENDERLOIN,"ARREST, BOOKED",HYDE ST / TURK ST,-122.415694922134,37.7825851968467
2007-09-23 22:48:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Sunday,TENDERLOIN,"ARREST, BOOKED",HYDE ST / TURK ST,-122.415694922134,37.7825851968467
2007-09-23 22:37:00,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY",Sunday,BAYVIEW,NONE,2100 Block of PALOU AV,-122.40104673463301,37.739919931079605
2007-09-23 22:30:00,MISSING PERSON,MISSING ADULT,Sunday,SOUTHERN,NONE,0 Block of TOWNSEND ST,-122.38917826264999,37.7817062612299
2007-09-23 22:30:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,MISSION,"ARREST, CITED",MISSION ST / 18TH ST,-122.419360352761,37.7618358012376
2007-09-23 22:15:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Sunday,SOUTHERN,NONE,900 Block of MARKET ST,-122.40953666269199,37.78269112134721
2007-09-23 22:14:00,WARRANTS,WARRANT ARREST,Sunday,PARK,"ARREST, BOOKED",1600 Block of HAIGHT ST,-122.450452600564,37.7695032629887
2007-09-23 22:14:00,LIQUOR LAWS,CONSUMING ALCOHOL IN PUBLIC VIEW,Sunday,PARK,"ARREST, BOOKED",1600 Block of HAIGHT ST,-122.450452600564,37.7695032629887
2007-09-23 22:10:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,CENTRAL,"ARREST, BOOKED",600 Block of BUSH ST,-122.407689581502,37.7902423892742
2007-09-23 22:07:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,MISSION,NONE,2200 Block of MISSION ST,-122.419350173229,37.76101609120561
2007-09-23 22:07:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Sunday,MISSION,NONE,2200 Block of MISSION ST,-122.419350173229,37.76101609120561
2007-09-23 22:07:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Sunday,MISSION,NONE,2200 Block of MISSION ST,-122.419350173229,37.76101609120561
2007-09-23 22:00:00,NON-CRIMINAL,FOUND PROPERTY,Sunday,INGLESIDE,NONE,700 Block of EDINBURGH ST,-122.434894913526,37.71730486576421
