Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
2004-03-31 23:59:00,OTHER OFFENSES,FALSE EVIDENCE OF VEHICLE REGISTRATION,Wednesday,INGLESIDE,"ARREST, BOOKED",MISSION ST / VALENCIA ST,-122.420021755236,37.7453901680822
2004-03-31 23:47:00,FORGERY/COUNTERFEITING,"COUNTERFEITING, POSSESSION COINS OR NOTES",Wednesday,TENDERLOIN,"ARREST, BOOKED",HYDE ST / EDDY ST,-122.415885065795,37.7835160563924
2004-03-31 23:47:00,LOITERING,LOITERING,Wednesday,TENDERLOIN,"ARREST, BOOKED",HYDE ST / EDDY ST,-122.415885065795,37.7835160563924
2004-03-31 23:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,MISSION,NONE,400 Block of SHOTWELL ST,-122.416070932811,37.76121422366271
2004-03-31 23:30:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,SOUTHERN,NONE,HOWARD ST / 7TH ST,-122.4093915749,37.777976503777
2004-03-31 23:30:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,BAYVIEW,NONE,1800 Block of OAKDALE AV,-122.394565756376,37.7370657700508
2004-03-31 23:25:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,SOUTHERN,"ARREST, CITED",MISSION ST / SOUTH VAN NESS AV,-122.41861895334699,37.7730525547699
2004-03-31 23:25:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Wednesday,MISSION,"ARREST, BOOKED",2000 Block of MISSION ST,-122.41965834371,37.7642205603745
2004-03-31 23:25:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Wednesday,MISSION,"ARREST, BOOKED",2000 Block of MISSION ST,-122.41965834371,37.7642205603745
2004-03-31 23:15:00,ASSAULT,BATTERY,Wednesday,NORTHERN,NONE,3200 Block of PIERCE ST,-122.439505191354,37.7999146218467
2004-03-31 23:12:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,TARAVAL,DISTRICT ATTORNEY REFUSES TO PROSECUTE,2100 Block of 34TH AV,-122.49215921502199,37.7469819400244
2004-03-31 23:00:00,OTHER OFFENSES,PROBATION VIOLATION,Wednesday,MISSION,"ARREST, BOOKED",MISSION ST / 17TH ST,-122.419515708414,37.76342923285421
2004-03-31 23:00:00,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Wednesday,MISSION,"ARREST, BOOKED",MISSION ST / 17TH ST,-122.419515708414,37.76342923285421
2004-03-31 23:00:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Wednesday,MISSION,"ARREST, BOOKED",MISSION ST / 17TH ST,-122.419515708414,37.76342923285421
2004-03-31 23:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,RICHMOND,NONE,3300 Block of SACRAMENTO ST,-122.447820608146,37.7880255442875
2004-03-31 23:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,PARK,NONE,300 Block of CORBETT AV,-122.44507362473499,37.75991157837421
2004-03-31 22:45:00,WARRANTS,WARRANT ARREST,Wednesday,INGLESIDE,"ARREST, BOOKED",0 Block of POPE ST,-122.441384223845,37.71429319030009
2004-03-31 22:45:00,NON-CRIMINAL,PROPERTY FOR IDENTIFICATION,Wednesday,INGLESIDE,"ARREST, BOOKED",0 Block of POPE ST,-122.441384223845,37.71429319030009
2004-03-31 22:42:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Wednesday,MISSION,"ARREST, CITED",500 Block of VALENCIA ST,-122.42173850847601,37.7640972229024
2004-03-31 22:37:00,OTHER OFFENSES,VIOLATION OF MUNICIPAL POLICE CODE,Wednesday,TARAVAL,"ARREST, CITED",LINCOLN WY / 24TH AV,-122.482614313605,37.7652086195031
2004-03-31 22:35:00,WARRANTS,WARRANT ARREST,Wednesday,RICHMOND,"ARREST, BOOKED",2800 Block of WASHINGTON ST,-122.44015183349899,37.79080759485979
2004-03-31 22:35:00,MISSING PERSON,FOUND PERSON,Wednesday,RICHMOND,"ARREST, BOOKED",2800 Block of WASHINGTON ST,-122.44015183349899,37.79080759485979
2004-03-31 22:33:00,WARRANTS,WARRANT ARREST,Wednesday,BAYVIEW,"ARREST, BOOKED",0 Block of REDDY ST,-122.395285364874,37.7303641478199
2004-03-31 22:33:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,BAYVIEW,"ARREST, BOOKED",0 Block of REDDY ST,-122.395285364874,37.7303641478199
2004-03-31 22:33:00,FRAUD,FALSE ID TO PEACE OFFICER,Wednesday,BAYVIEW,"ARREST, BOOKED",0 Block of REDDY ST,-122.395285364874,37.7303641478199
2004-03-31 22:30:00,PROSTITUTION,SOLICITS TO VISIT HOUSE OF PROSTITUTION,Wednesday,TENDERLOIN,"ARREST, CITED",OFARRELL ST / HYDE ST,-122.41626183684099,37.7853750846147
2004-03-31 22:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,INGLESIDE,NONE,600 Block of MONTEREY BL,-122.45002923477301,37.7316356895983
2004-03-31 22:30:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Wednesday,INGLESIDE,NONE,600 Block of MONTEREY BL,-122.45002923477301,37.7316356895983
2004-03-31 22:30:00,ASSAULT,BATTERY,Wednesday,SOUTHERN,NONE,0 Block of 7TH ST,-122.412272455406,37.7802039058686
2004-03-31 22:30:00,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Wednesday,TENDERLOIN,"ARREST, CITED",OFARRELL ST / HYDE ST,-122.41626183684099,37.7853750846147
2004-03-31 22:15:00,FORGERY/COUNTERFEITING,"COUNTERFEITING, POSSESSION COINS OR NOTES",Wednesday,TENDERLOIN,NOT PROSECUTED,500 Block of EDDY ST,-122.41673216309601,37.783465567448
2004-03-31 22:03:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,TENDERLOIN,"ARREST, BOOKED",200 Block of HYDE ST,-122.415721688006,37.7830679886919
2004-03-31 22:03:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Wednesday,TENDERLOIN,"ARREST, BOOKED",200 Block of HYDE ST,-122.415721688006,37.7830679886919
2004-03-31 22:00:00,MISSING PERSON,MISSING JUVENILE,Wednesday,BAYVIEW,LOCATED,1300 Block of REVERE AV,-122.38554545330099,37.728979731984
2004-03-31 22:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,INGLESIDE,NONE,0 Block of PHELAN AV,-122.452289660492,37.72569335757029
2004-03-31 22:00:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Wednesday,CENTRAL,NONE,1000 Block of PINE ST,-122.413095913657,37.790511704938
2004-03-31 22:00:00,NON-CRIMINAL,COURTESY REPORT,Wednesday,PARK,COMPLAINANT REFUSES TO PROSECUTE,1300 Block of WILLARD ST,-122.454240538704,37.764771814294896
2004-03-31 22:00:00,OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,TENDERLOIN,"ARREST, BOOKED",300 Block of LEAVENWORTH ST,-122.414269361877,37.7842081124308
2004-03-31 21:50:00,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Wednesday,TENDERLOIN,"ARREST, CITED",OFARRELL ST / HYDE ST,-122.41626183684099,37.7853750846147
2004-03-31 21:50:00,PROSTITUTION,SOLICITS TO VISIT HOUSE OF PROSTITUTION,Wednesday,TENDERLOIN,"ARREST, CITED",OFARRELL ST / HYDE ST,-122.41626183684099,37.7853750846147
2004-03-31 21:46:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,PARK,NONE,15TH ST / CASTRO ST,-122.435471454142,37.7657256987546
2004-03-31 21:45:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Wednesday,PARK,NONE,BEAVER ST / NOE ST,-122.433180741669,37.76506007689761
2004-03-31 21:45:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,PARK,NONE,BEAVER ST / NOE ST,-122.433180741669,37.76506007689761
2004-03-31 21:43:00,WARRANTS,WARRANT ARREST,Wednesday,TENDERLOIN,"ARREST, BOOKED",MASON ST / ELLIS ST,-122.409499861114,37.7852842684089
2004-03-31 21:40:00,ASSAULT,BATTERY,Wednesday,MISSION,"ARREST, BOOKED",14TH ST / FOLSOM ST,-122.415616338328,37.7685360123629
2004-03-31 21:40:00,ASSAULT,THREATS AGAINST LIFE,Wednesday,MISSION,"ARREST, BOOKED",14TH ST / FOLSOM ST,-122.415616338328,37.7685360123629
2004-03-31 21:35:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,TENDERLOIN,NONE,LEAVENWORTH ST / GOLDEN GATE AV,-122.413869632561,37.781862188279206
