Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
2013-06-30 23:59:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Sunday,CENTRAL,NONE,700 Block of FRONT ST,-122.39984969711,37.79826790178621
2013-06-30 23:55:00,NON-CRIMINAL,LOST PROPERTY,Sunday,SOUTHERN,NONE,0 Block of 4TH ST,-122.404956956375,37.785117856395296
2013-06-30 23:50:00,WARRANTS,WARRANT ARREST,Sunday,MISSION,NONE,2200 Block of MARKET ST,-122.431957685196,37.7649357189679
2013-06-30 23:50:00,DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,Sunday,MISSION,NONE,2200 Block of MARKET ST,-122.431957685196,37.7649357189679
2013-06-30 23:50:00,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Sunday,MISSION,NONE,2200 Block of MARKET ST,-122.431957685196,37.7649357189679
2013-06-30 23:48:00,WEAPON LAWS,POSS OF FIREARM BY CONVICTED FELON/ADDICT/ALIEN,Sunday,BAYVIEW,"ARREST, BOOKED",0 Block of MIDDLEPOINT RD,-122.379483705157,37.7357419110951
2013-06-30 23:48:00,WEAPON LAWS,POSS OF LOADED FIREARM,Sunday,BAYVIEW,"ARREST, BOOKED",0 Block of MIDDLEPOINT RD,-122.379483705157,37.7357419110951
2013-06-30 23:48:00,OTHER OFFENSES,RESISTING ARREST,Sunday,BAYVIEW,"ARREST, BOOKED",0 Block of MIDDLEPOINT RD,-122.379483705157,37.7357419110951
2013-06-30 23:48:00,SECONDARY CODES,GANG ACTIVITY,Sunday,BAYVIEW,"ARREST, BOOKED",0 Block of MIDDLEPOINT RD,-122.379483705157,37.7357419110951
2013-06-30 23:48:00,WARRANTS,WARRANT ARREST,Sunday,BAYVIEW,"ARREST, BOOKED",0 Block of MIDDLEPOINT RD,-122.379483705157,37.7357419110951
2013-06-30 23:48:00,WEAPON LAWS,CARRYING OF CONCEALED WEAPON BY CONVICTED FELON,Sunday,BAYVIEW,"ARREST, BOOKED",0 Block of MIDDLEPOINT RD,-122.379483705157,37.7357419110951
2013-06-30 23:40:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Sunday,SOUTHERN,NONE,0 Block of 3RD ST,-122.40283552814199,37.786800902838394
2013-06-30 23:30:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Sunday,CENTRAL,NONE,2700 Block of TAYLOR ST,-122.415642825776,37.8077624944954
2013-06-30 23:30:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Sunday,TENDERLOIN,NONE,700 Block of OFARRELL ST,-122.41708535742399,37.7852153590471
2013-06-30 23:30:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Sunday,NORTHERN,NONE,2400 Block of LARKIN ST,-122.421043118272,37.8003687002275
2013-06-30 23:20:00,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Sunday,BAYVIEW,COMPLAINANT REFUSES TO PROSECUTE,1300 Block of REVERE AV,-122.38554545330099,37.728979731984
2013-06-30 23:20:00,ASSAULT,THREATS AGAINST LIFE,Sunday,BAYVIEW,COMPLAINANT REFUSES TO PROSECUTE,1300 Block of REVERE AV,-122.38554545330099,37.728979731984
2013-06-30 23:20:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Sunday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2013-06-30 23:15:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Sunday,NORTHERN,NONE,2200 Block of LOMBARD ST,-122.43855530136801,37.7996439186587
2013-06-30 23:15:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,NORTHERN,NONE,2200 Block of LOMBARD ST,-122.43855530136801,37.7996439186587
2013-06-30 23:05:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,INGLESIDE,NONE,4800 Block of MISSION ST,-122.437216421378,37.7213272618826
2013-06-30 23:00:00,NON-CRIMINAL,FOUND PROPERTY,Sunday,MISSION,NONE,2000 Block of MARKET ST,-122.426955631709,37.769247063207004
2013-06-30 23:00:00,MISSING PERSON,MISSING JUVENILE,Sunday,NORTHERN,LOCATED,VANNESS AV / BAY ST,-122.42511061323098,37.80414615262
2013-06-30 23:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,MISSION,NONE,2500 Block of MISSION ST,-122.41875384815201,37.756225011974394
2013-06-30 23:00:00,NON-CRIMINAL,LOST PROPERTY,Sunday,MISSION,NONE,800 Block of SOUTH VAN NESS AV,-122.417016663517,37.7595460924587
2013-06-30 23:00:00,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Sunday,PARK,COMPLAINANT REFUSES TO PROSECUTE,TURK ST / MASONIC AV,-122.408953598279,37.783287873572
2013-06-30 23:00:00,MISSING PERSON,MISSING ADULT,Sunday,SOUTHERN,NONE,500 Block of 4TH ST,-122.39784956123002,37.7793117074346
2013-06-30 23:00:00,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Sunday,PARK,COMPLAINANT REFUSES TO PROSECUTE,TURK ST / MASONIC AV,-122.408953598279,37.783287873572
2013-06-30 23:00:00,SECONDARY CODES,DOMESTIC VIOLENCE,Sunday,PARK,COMPLAINANT REFUSES TO PROSECUTE,TURK ST / MASONIC AV,-122.408953598279,37.783287873572
2013-06-30 23:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE,10TH ST / FOLSOM ST,-122.41282664802401,37.772811562575
2013-06-30 23:00:00,NON-CRIMINAL,CASE CLOSURE,Sunday,PARK,COMPLAINANT REFUSES TO PROSECUTE,TURK ST / MASONIC AV,-122.408953598279,37.783287873572
2013-06-30 23:00:00,MISSING PERSON,FOUND PERSON,Sunday,NORTHERN,LOCATED,VANNESS AV / BAY ST,-122.42511061323098,37.80414615262
2013-06-30 23:00:00,ASSAULT,INFLICT INJURY ON COHABITEE,Sunday,TARAVAL,"ARREST, BOOKED",0 Block of ACEVEDO AV,-122.48385230275801,37.719762860988105
2013-06-30 22:55:00,ASSAULT,BATTERY WITH SERIOUS INJURIES,Sunday,SOUTHERN,NONE,5TH ST / MARKET ST,-122.408068345148,37.7839916768161
2013-06-30 22:47:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Sunday,SOUTHERN,NONE,GOLDEN GATE AV / MARKET ST,-122.41029351969,37.7822305870036
2013-06-30 22:47:00,DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,Sunday,SOUTHERN,NONE,GOLDEN GATE AV / MARKET ST,-122.41029351969,37.7822305870036
2013-06-30 22:47:00,ASSAULT,ASSAULT ON A POLICE OFFICER WITH A DEADLY WEAPON,Sunday,SOUTHERN,NONE,GOLDEN GATE AV / MARKET ST,-122.41029351969,37.7822305870036
2013-06-30 22:40:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Sunday,NORTHERN,NONE,VANNESS AV / GOLDEN GATE AV,-122.420439512717,37.7810308461783
2013-06-30 22:40:00,ASSAULT,BATTERY,Sunday,INGLESIDE,NONE,MISSION ST / GENEVA AV,-122.441018108888,37.7164586830811
2013-06-30 22:35:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Sunday,MISSION,NONE,2200 Block of MARKET ST,-122.431957685196,37.7649357189679
2013-06-30 22:32:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,INGLESIDE,PSYCHOPATHIC CASE,0 Block of COTTER ST,-122.433998219387,37.72763700360071
2013-06-30 22:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,INGLESIDE,NONE,5300 Block of DIAMONDHEIGHTS BL,-122.43650578552601,37.7426241877534
2013-06-30 22:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,NORTHERN,NONE,OAK ST / FRANKLIN ST,-122.420962747171,37.775231146855795
2013-06-30 22:30:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,RICHMOND,NONE,ARGUELLO BL / CLEMENT ST,-122.459001551171,37.7831865949841
2013-06-30 22:29:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,MISSION,NONE,0 Block of CASELLI AV,-122.441287757114,37.75973317187249
2013-06-30 22:27:00,OTHER OFFENSES,RESISTING ARREST,Sunday,CENTRAL,"ARREST, BOOKED",500 Block of BROADWAY ST,-122.406460643507,37.7979466732983
2013-06-30 22:27:00,ASSAULT,BATTERY,Sunday,CENTRAL,"ARREST, BOOKED",500 Block of BROADWAY ST,-122.406460643507,37.7979466732983
2013-06-30 22:22:00,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Sunday,TENDERLOIN,NONE,HYDE ST / GROVE ST,-122.414743835382,37.778719262789004
2013-06-30 22:05:00,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Sunday,MISSION,"ARREST, BOOKED",3900 Block of 17TH ST,-122.43466870921002,37.7625723537425
2013-06-30 22:05:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,MISSION,"ARREST, BOOKED",3900 Block of 17TH ST,-122.43466870921002,37.7625723537425
2013-06-30 22:00:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Sunday,SOUTHERN,NONE,500 Block of 5TH ST,-122.39998111123998,37.7776242389287
2013-06-30 22:00:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Sunday,MISSION,NONE,20TH ST / CAPP ST,-122.41796448376002,37.7586968166489
2013-06-30 22:00:00,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Sunday,SOUTHERN,NONE,0 Block of 3RD ST,-122.40328484310601,37.787306416019
2013-06-30 22:00:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Sunday,NORTHERN,NONE,1300 Block of BAY ST,-122.42922745072799,37.8035662352745
2013-06-30 22:00:00,LARCENY/THEFT,GRAND THEFT AUTO STRIP,Sunday,BAYVIEW,NONE,100 Block of KISKA RD,-122.376054792432,37.7300559760912
2013-06-30 22:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,BAYVIEW,NONE,SHAFTER AV / 3RD ST,-122.391800296943,37.7316450604526
2013-06-30 21:50:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,BAYVIEW,COMPLAINANT REFUSES TO PROSECUTE,1000 Block of CONNECTICUT ST,-122.397089183868,37.753598788032704
2013-06-30 21:50:00,NON-CRIMINAL,CASE CLOSURE,Sunday,BAYVIEW,COMPLAINANT REFUSES TO PROSECUTE,1000 Block of CONNECTICUT ST,-122.397089183868,37.753598788032704
2013-06-30 21:50:00,SECONDARY CODES,DOMESTIC VIOLENCE,Sunday,BAYVIEW,COMPLAINANT REFUSES TO PROSECUTE,1000 Block of CONNECTICUT ST,-122.397089183868,37.753598788032704
2013-06-30 21:50:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,TENDERLOIN,"ARREST, CITED",TURK ST / TAYLOR ST,-122.410768766343,37.7832145190013
2013-06-30 21:45:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,NORTHERN,NONE,1900 Block of POST ST,-122.43430667942499,37.7849415961135
2013-06-30 21:35:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,SOUTHERN,PSYCHOPATHIC CASE,700 Block of 4TH ST,-122.394548293028,37.7766651941599
2013-06-30 21:35:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Sunday,MISSION,NONE,500 Block of DOLORES ST,-122.426153349478,37.7606186794333
2013-06-30 21:35:00,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Sunday,MISSION,NONE,500 Block of DOLORES ST,-122.426153349478,37.7606186794333
2013-06-30 21:34:00,TRESPASS,TRESPASSING,Sunday,TENDERLOIN,"ARREST, CITED",200 Block of JONES ST,-122.41243690186701,37.7834857455601
2013-06-30 21:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,MISSION,NONE,DOLORES ST / 18TH ST,-122.42607958054501,37.7614267757472
2013-06-30 21:30:00,ASSAULT,INFLICT INJURY ON COHABITEE,Sunday,INGLESIDE,"ARREST, BOOKED",300 Block of HANOVER ST,-122.443747710392,37.7088946180124
2013-06-30 21:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,MISSION,NONE,15TH ST / GUERRERO ST,-122.424260561379,37.7664064445087
2013-06-30 21:30:00,TRESPASS,TRESPASSING,Sunday,INGLESIDE,NONE,2400 Block of ALEMANY BL,-122.445255696193,37.7157170897971
2013-06-30 21:30:00,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Sunday,MISSION,NONE,CHURCH ST / 17TH ST,-122.42850845331002,37.762889628493205
