Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
2009-12-27 23:49:00,ASSAULT,THREATS AGAINST LIFE,Sunday,INGLESIDE,"ARREST, BOOKED",3100 Block of MISSION ST,-122.419374719759,37.746504037822
2009-12-27 23:49:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Sunday,INGLESIDE,"ARREST, BOOKED",3100 Block of MISSION ST,-122.419374719759,37.746504037822
2009-12-27 23:49:00,OTHER OFFENSES,RESISTING ARREST,Sunday,INGLESIDE,"ARREST, BOOKED",3100 Block of MISSION ST,-122.419374719759,37.746504037822
2009-12-27 23:35:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,SOUTHERN,"ARREST, CITED",200 Block of 10TH ST,-122.41363019878901,37.773377192417996
2009-12-27 23:33:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,NORTHERN,NONE,1800 Block of POST ST,-122.43223025516899,37.7852054554152
2009-12-27 23:32:00,TRESPASS,TRESPASSING,Sunday,MISSION,"ARREST, BOOKED",1000 Block of POTRERO AV,-122.406539115148,37.7564864109309
2009-12-27 23:32:00,LIQUOR LAWS,CONSUMING ALCOHOL IN PUBLIC VIEW,Sunday,MISSION,"ARREST, BOOKED",1000 Block of POTRERO AV,-122.406539115148,37.7564864109309
2009-12-27 23:30:00,LARCENY/THEFT,GRAND THEFT PURSESNATCH,Sunday,CENTRAL,NONE,GEARY ST / JONES ST,-122.413174494396,37.786719015554
2009-12-27 23:30:00,NON-CRIMINAL,LOST PROPERTY,Sunday,CENTRAL,NONE,GRANT AV / GREEN ST,-122.40739895959999,37.7997037900191
2009-12-27 23:27:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,TENDERLOIN,NONE,LARKIN ST / FULTON ST,-122.416769999704,37.7795845776674
2009-12-27 23:15:00,OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,SOUTHERN,NONE,200 Block of 10TH ST,-122.41363019878901,37.773377192417996
2009-12-27 23:03:00,DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,Sunday,PARK,"ARREST, BOOKED",1800 Block of OAK ST,-122.449783905432,37.771508206440295
2009-12-27 23:03:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Sunday,PARK,"ARREST, BOOKED",1800 Block of OAK ST,-122.449783905432,37.771508206440295
2009-12-27 23:03:00,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Sunday,PARK,"ARREST, BOOKED",1800 Block of OAK ST,-122.449783905432,37.771508206440295
