Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
2010-12-31 23:58:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,INGLESIDE,NONE,0 Block of TUCKER AV,-122.404586629869,37.7154432787137
2010-12-31 23:45:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,SOUTHERN,NONE,MARKET ST / SANSOME ST,-122.40031605728599,37.790099627367
2010-12-31 23:45:00,MISSING PERSON,MISSING JUVENILE,Friday,NORTHERN,LOCATED,600 Block of EDDY ST,-122.41838200860701,37.783258377094896
2010-12-31 23:42:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Friday,MISSION,"ARREST, BOOKED",2000 Block of MARKET ST,-122.42768226481701,37.76831480085021
2010-12-31 23:42:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Friday,MISSION,"ARREST, BOOKED",2000 Block of MARKET ST,-122.42768226481701,37.76831480085021
2010-12-31 23:36:00,ASSAULT,INFLICT INJURY ON COHABITEE,Friday,SOUTHERN,"ARREST, BOOKED",0 Block of THE EMBARCADEROSOUTH ST,-122.38837987391899,37.783310406701496
2010-12-31 23:36:00,SECONDARY CODES,DOMESTIC VIOLENCE,Friday,SOUTHERN,"ARREST, BOOKED",0 Block of THE EMBARCADEROSOUTH ST,-122.38837987391899,37.783310406701496
2010-12-31 23:30:00,FRAUD,"FORGERY, CREDIT CARD",Friday,SOUTHERN,NONE,700 Block of HARRISON ST,-122.39904565584101,37.7813197113532
2010-12-31 23:30:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,SOUTHERN,"ARREST, CITED",300 Block of 8TH ST,-122.409231081752,37.7744037511807
2010-12-31 23:20:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Friday,SOUTHERN,"ARREST, BOOKED",200 Block of SPEAR ST,-122.39168380833401,37.7907171916588
2010-12-31 23:15:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,CENTRAL,NONE,400 Block of MASON ST,-122.40992532841899,37.7877640990096
2010-12-31 23:01:00,ASSAULT,ATTEMPTED MAYHEM WITH BODILY FORCE,Friday,CENTRAL,NONE,WASHINGTON ST / THE EMBARCADERONORTH ST,-122.395329662983,37.7966652983014
2010-12-31 23:00:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,TENDERLOIN,NONE,100 Block of EDDY ST,-122.41013523637699,37.78418890752671
2010-12-31 23:00:00,NON-CRIMINAL,LOST PROPERTY,Friday,NORTHERN,NONE,1300 Block of VANNESS AV,-122.42163446728,37.7878032143885
2010-12-31 23:00:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,TARAVAL,NONE,TARAVAL ST / 14TH AV,-122.470233355939,37.7432867393893
2010-12-31 23:00:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Friday,TENDERLOIN,NONE,100 Block of EDDY ST,-122.41013523637699,37.78418890752671
2010-12-31 23:00:00,MISSING PERSON,FOUND PERSON,Friday,BAYVIEW,LOCATED,1400 Block of PHELPS ST,-122.394438859914,37.73644389967321
2010-12-31 23:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,MISSION,NONE,5100 Block of DIAMONDHEIGHTS BL,-122.44007828523,37.74581656687661
