Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
2013-12-29 23:45:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,NORTHERN,NONE,400 Block of HAYES ST,-122.423749669429,37.776729432919005
2013-12-29 23:41:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,NORTHERN,NONE,2500 Block of CLAY ST,-122.43505280002,37.7906587149859
2013-12-29 23:40:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,NORTHERN,NONE,1100 Block of SUTTER ST,-122.419295456225,37.7878052240334
2013-12-29 23:35:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,SOUTHERN,PSYCHOPATHIC CASE,100 Block of 3RD ST,-122.40169226434799,37.786064674987294
2013-12-29 23:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,BAYVIEW,NONE,KEITH ST / LECONTE AV,-122.398441269377,37.719339137875295
2013-12-29 23:30:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,RICHMOND,NONE,4200 Block of GEARY BL,-122.464840134534,37.7811196378597
2013-12-29 23:30:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,TARAVAL,NONE,CRESPI DR / 19TH AV,-122.47522312846701,37.7204418078734
2013-12-29 23:25:00,ASSAULT,THREATS AGAINST LIFE,Sunday,TARAVAL,"ARREST, BOOKED",1900 Block of 19TH AV,-122.47609606529801,37.75143288437761
2013-12-29 23:25:00,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Sunday,TARAVAL,"ARREST, BOOKED",1900 Block of 19TH AV,-122.47609606529801,37.75143288437761
2013-12-29 23:22:00,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Sunday,MISSION,"ARREST, BOOKED",FOLSOM ST / 17TH ST,-122.415155941054,37.7636979308883
2013-12-29 23:22:00,DRUG/NARCOTIC,POSSESSION OF COCAINE,Sunday,MISSION,"ARREST, BOOKED",FOLSOM ST / 17TH ST,-122.415155941054,37.7636979308883
