Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
2009-09-30 23:50:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Wednesday,TENDERLOIN,NONE,300 Block of ELLIS ST,-122.411965795229,37.78491418595621
2009-09-30 23:50:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Wednesday,TENDERLOIN,NONE,300 Block of ELLIS ST,-122.411965795229,37.78491418595621
2009-09-30 23:40:00,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Wednesday,INGLESIDE,NONE,5200 Block of MISSION ST,-122.44222639794901,37.7150747131897
2009-09-30 23:30:00,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Wednesday,BAYVIEW,NONE,4400 Block of 3RD ST,-122.389601286255,37.73752509484471
2009-09-30 23:30:00,NON-CRIMINAL,LOST PROPERTY,Wednesday,NORTHERN,NONE,GEARY ST / POLK ST,-122.41973983780501,37.7858926099715
2009-09-30 23:27:00,OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,BAYVIEW,"ARREST, CITED",LASALLE AV / 3RD ST,-122.389865610332,37.73716994462029
2009-09-30 23:17:00,OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,PARK,"ARREST, CITED",LYON ST / FELL ST,-122.44256561671301,37.773424019842
2009-09-30 23:10:00,OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,CENTRAL,"ARREST, CITED",SUTTER ST / STOCKTON ST,-122.406958660602,37.789434763003996
2009-09-30 23:00:00,ASSAULT,THREATS AGAINST LIFE,Wednesday,NORTHERN,NONE,1900 Block of BUCHANAN ST,-122.430195612664,37.787922166775104
2009-09-30 23:00:00,WEAPON LAWS,DISCHARGE FIREARM AT AN INHABITED DWELLING,Wednesday,BAYVIEW,NONE,900 Block of CONNECTICUT ST,-122.39720193799299,37.75353512427621
2009-09-30 23:00:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Wednesday,RICHMOND,"ARREST, BOOKED",400 Block of 18TH AV,-122.47709944744,37.7794570252374
2009-09-30 23:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,SOUTHERN,NONE,FOLSOM ST / 2ND ST,-122.396707150502,37.785542950304105
2009-09-30 22:54:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,BAYVIEW,"ARREST, CITED",BAY SHORE BL / OAKDALE AV,-122.405242467114,37.7430506903112
2009-09-30 22:53:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Wednesday,NORTHERN,NONE,1000 Block of POLK ST,-122.419812186232,37.7866019512795
2009-09-30 22:48:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Wednesday,NORTHERN,NONE,BAY ST / DIVISADERO ST,-122.44322596354401,37.80183830586439
2009-09-30 22:39:00,WEAPON LAWS,POSS OF LOADED FIREARM,Wednesday,MISSION,NONE,HAMPSHIRE ST / MARIPOSA ST,-122.40830390454201,37.7631223371636
2009-09-30 22:35:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Wednesday,MISSION,NONE,800 Block of VALENCIA ST,-122.42124301558701,37.758923215433896
2009-09-30 22:30:00,LARCENY/THEFT,ATTEMPTED THEFT FROM A BUILDING,Wednesday,MISSION,NONE,1000 Block of POTRERO AV,-122.406539115148,37.7564864109309
2009-09-30 22:30:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,BAYVIEW,NONE,25TH ST / WISCONSIN ST,-122.398453963916,37.7521948639928
2009-09-30 22:15:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,INGLESIDE,NONE,900 Block of PARIS ST,-122.439616254096,37.71531020138021
2009-09-30 22:14:00,GAMBLING,GAMBLING,Wednesday,SOUTHERN,"ARREST, BOOKED",1100 Block of MARKET ST,-122.413564091744,37.779514030063
2009-09-30 22:08:00,MISSING PERSON,FOUND PERSON,Wednesday,BAYVIEW,LOCATED,1400 Block of PHELPS ST,-122.394438859914,37.73644389967321
2009-09-30 22:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,NORTHERN,NONE,1600 Block of UNION ST,-122.426473957204,37.798291291683995
2009-09-30 22:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,TARAVAL,NONE,2300 Block of 15TH AV,-122.471490512489,37.7441535373226
2009-09-30 22:00:00,NON-CRIMINAL,LOST PROPERTY,Wednesday,NORTHERN,NONE,POLK ST / PACIFIC AV,-122.42158563041599,37.795026231835706
2009-09-30 21:54:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,SOUTHERN,NONE,100 Block of MINNA ST,-122.399566190584,37.787256096877705
2009-09-30 21:50:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Wednesday,MISSION,NONE,CAPP ST / 19TH ST,-122.41812008648998,37.7603012340397
2009-09-30 21:49:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,BAYVIEW,"ARREST, CITED",INGALLS ST / HUDSON AV,-122.379598260054,37.732466654096
2009-09-30 21:46:00,OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,NORTHERN,"ARREST, CITED",OFARRELL ST / POLK ST,-122.419549568783,37.7849590112628
2009-09-30 21:45:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,PARK,NONE,200 Block of WOODSIDE AV,-122.45423990761299,37.745956295385604
2009-09-30 21:30:00,WARRANTS,WARRANT ARREST,Wednesday,RICHMOND,"ARREST, BOOKED",2100 Block of CLEMENT ST,-122.482203894121,37.7820747247744
2009-09-30 21:30:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Wednesday,CENTRAL,NONE,POST ST / HYDE ST,-122.416642370005,37.787245037815
2009-09-30 21:30:00,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Wednesday,MISSION,NONE,1300 Block of NOE ST,-122.431582372262,37.74782802162979
2009-09-30 21:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,RICHMOND,NONE,500 Block of 32ND AV,-122.492231359405,37.778763254392
2009-09-30 21:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,MISSION,NONE,1000 Block of POTRERO AV,-122.406539115148,37.7564864109309
2009-09-30 21:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,NORTHERN,NONE,1700 Block of BROADWAY ST,-122.42590523418899,37.7954736338658
2009-09-30 21:00:00,NON-CRIMINAL,FOUND PROPERTY,Wednesday,INGLESIDE,NONE,3300 Block of MISSION ST,-122.42164447844699,37.7429970144076
2009-09-30 21:00:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Wednesday,TARAVAL,NONE,1200 Block of 9TH AV,-122.466444373211,37.7649596797552
