Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
2005-06-30 23:55:00,NON-CRIMINAL,LOST PROPERTY,Thursday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2005-06-30 23:50:00,LARCENY/THEFT,GRAND THEFT PURSESNATCH,Thursday,NORTHERN,NONE,500 Block of GROVE ST,-122.42563513664601,37.7774387764148
2005-06-30 23:45:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Thursday,TARAVAL,"ARREST, BOOKED",3000 Block of SAN JOSE AV,-122.457441212767,37.7098427794823
2005-06-30 23:40:00,ASSAULT,BATTERY,Thursday,MISSION,NONE,BARTLETT ST / 24TH ST,-122.41956043789101,37.7521716091766
2005-06-30 23:30:00,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Thursday,MISSION,NONE,300 Block of ALABAMA ST,-122.41242272529,37.7648250318431
2005-06-30 23:30:00,ASSAULT,BATTERY,Thursday,CENTRAL,NONE,700 Block of GREEN ST,-122.41214094050301,37.799169369522794
2005-06-30 23:30:00,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Thursday,BAYVIEW,NONE,100 Block of GILLETTE AV,-122.39653510722401,37.7106603302503
2005-06-30 23:30:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE,POLK ST / POST ST,-122.419930111618,37.7868262081927
2005-06-30 23:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,TARAVAL,NONE,0 Block of FONT BL,-122.472279908251,37.7146944676334
2005-06-30 23:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,INGLESIDE,NONE,1900 Block of GENEVA AV,-122.42198686994499,37.7087337523346
2005-06-30 23:25:00,DRUG/NARCOTIC,TRANSPORTATION OF MARIJUANA,Thursday,SOUTHERN,"ARREST, BOOKED",8TH ST / FOLSOM ST,-122.41006578161101,37.774990679236296
2005-06-30 23:25:00,ASSAULT,BATTERY,Thursday,SOUTHERN,NONE,0 Block of STEVENSON ST,-122.400130012031,37.7894319321113
2005-06-30 23:17:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,TARAVAL,PSYCHOPATHIC CASE,100 Block of CARDENAS AV,-122.47677451608801,37.719713369089604
2005-06-30 23:16:00,WARRANTS,WARRANT ARREST,Thursday,SOUTHERN,"ARREST, BOOKED",6TH ST / MINNA ST,-122.40816295386401,37.780534538504895
2005-06-30 23:16:00,WARRANTS,ENROUTE TO PAROLE OFFICER,Thursday,SOUTHERN,"ARREST, BOOKED",6TH ST / MINNA ST,-122.40816295386401,37.780534538504895
2005-06-30 23:16:00,ASSAULT,THREATS AGAINST LIFE,Thursday,SOUTHERN,"ARREST, BOOKED",6TH ST / MINNA ST,-122.40816295386401,37.780534538504895
2005-06-30 23:15:00,ROBBERY,"ROBBERY, ARMED WITH A KNIFE",Thursday,SOUTHERN,NONE,500 Block of MARKET ST,-122.40019476894399,37.7900527936016
2005-06-30 23:15:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Thursday,INGLESIDE,NONE,0 Block of DANTON ST,-122.432459407357,37.731159558033
2005-06-30 23:12:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,BAYVIEW,"ARREST, CITED",REVERE AV / 3RD ST,-122.391522893085,37.7324323864785
2005-06-30 23:09:00,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Thursday,MISSION,"ARREST, BOOKED",18TH ST / SHOTWELL ST,-122.41607842391599,37.7620347866564
2005-06-30 23:05:00,ASSAULT,BATTERY,Thursday,PARK,"ARREST, BOOKED",1300 Block of PAGE ST,-122.443016710149,37.771408322171
2005-06-30 23:00:00,DISORDERLY CONDUCT,DISTURBING THE PEACE,Thursday,TARAVAL,NONE,1300 Block of 25TH AV,-122.483556156511,37.762327050239705
2005-06-30 23:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,BAYVIEW,NONE,2100 Block of QUESADA AV,-122.39985284031201,37.7381735692778
2005-06-30 23:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,MISSION,NONE,100 Block of BARTLETT ST,-122.41984921524599,37.7545482521345
2005-06-30 23:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,TARAVAL,NONE,0 Block of FAIRFIELD WY,-122.46324153155899,37.7267918436855
2005-06-30 23:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,INGLESIDE,NONE,400 Block of PRENTISS ST,-122.412252373587,37.7376140665317
2005-06-30 23:00:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Thursday,MISSION,NONE,100 Block of GUERRERO ST,-122.424378432729,37.768870839886105
2005-06-30 23:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE,STEVENSON ST / 6TH ST,-122.40969635556601,37.78175405884821
2005-06-30 23:00:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Thursday,MISSION,NONE,100 Block of BARTLETT ST,-122.41984921524599,37.7545482521345
2005-06-30 23:00:00,NON-CRIMINAL,LOST PROPERTY,Thursday,RICHMOND,NONE,21ST AV / GEARY BL,-122.480452050161,37.7802790505429
2005-06-30 23:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,TARAVAL,NONE,0 Block of DORADO TR,-122.460932353704,37.7254919034304
2005-06-30 22:20:00,NON-CRIMINAL,PROPERTY FOR IDENTIFICATION,Thursday,MISSION,NONE,1000 Block of POTRERO AV,-122.406539115148,37.7564864109309
2005-06-30 22:11:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,INGLESIDE,NONE,0 Block of ROLPH ST,-122.440928324977,37.71553594204261
2005-06-30 22:11:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Thursday,INGLESIDE,NONE,0 Block of ROLPH ST,-122.440928324977,37.71553594204261
2005-06-30 22:10:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Thursday,MISSION,"ARREST, BOOKED",1000 Block of POTRERO AV,-122.406539115148,37.7564864109309
2005-06-30 22:05:00,ASSAULT,THREATS AGAINST LIFE,Thursday,TENDERLOIN,"ARREST, BOOKED",300 Block of TURK ST,-122.414900544562,37.7827419623926
2005-06-30 22:00:00,NON-CRIMINAL,LOCATED PROPERTY,Thursday,NORTHERN,NONE,VANNESS AV / BUSH ST,-122.421949487554,37.7884881520906
2005-06-30 22:00:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Thursday,BAYVIEW,NONE,0 Block of NICHOLS WY,-122.38724435334,37.7195130001474
2005-06-30 22:00:00,STOLEN PROPERTY,RECEIVING STOLEN PROPERTY,Thursday,MISSION,"ARREST, BOOKED",2400 Block of MISSION ST,-122.419025267752,37.7576134671742
2005-06-30 22:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,MISSION,NONE,300 Block of ALABAMA ST,-122.41242272529,37.7648250318431
