Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
2003-03-31 23:59:00,PROSTITUTION,PANDERING,Monday,MISSION,"ARREST, BOOKED",SHOTWELL ST / 18TH ST,-122.41607842391599,37.7620347866564
2003-03-31 23:50:00,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,BAYVIEW,"ARREST, CITED",NEWCOMB AV / 3RD ST,-122.39041695551701,37.7355926106176
2003-03-31 23:45:00,SUSPICIOUS OCC,SUSPICIOUS PERSON,Monday,NORTHERN,NONE,POLK ST / POST ST,-122.419930111618,37.7868262081927
2003-03-31 23:40:00,ASSAULT,BATTERY,Monday,NORTHERN,"ARREST, BOOKED",2300 Block of FRANCISCO ST,-122.443896423391,37.800854169611505
2003-03-31 23:36:00,WARRANTS,WARRANT ARREST,Monday,CENTRAL,"ARREST, BOOKED",COLIN PL / JONES ST,-122.41329886724002,37.7873817486419
2003-03-31 23:36:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,CENTRAL,"ARREST, BOOKED",COLIN PL / JONES ST,-122.41329886724002,37.7873817486419
2003-03-31 23:36:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Monday,CENTRAL,"ARREST, BOOKED",COLIN PL / JONES ST,-122.41329886724002,37.7873817486419
2003-03-31 23:30:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Monday,SOUTHERN,NONE,MARKET ST / CYRIL MAGNIN STORTH ST,-122.40806834515499,37.783991676793214
2003-03-31 23:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,LAGUNA ST / TURK ST,-122.42720630593901,37.781117525614704
2003-03-31 23:30:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,INGLESIDE,NONE,300 Block of NAYLOR ST,-122.432135422254,37.7094965659275
2003-03-31 23:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,SOUTHERN,NONE,2ND ST / BRANNAN ST,-122.392082305363,37.781845772233794
2003-03-31 23:30:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Monday,SOUTHERN,NONE,2ND ST / BRANNAN ST,-122.392082305363,37.781845772233794
2003-03-31 23:20:00,WEAPON LAWS,POSS OF LOADED FIREARM,Monday,TENDERLOIN,"ARREST, BOOKED",400 Block of EDDY ST,-122.415088721046,37.7836719564372
2003-03-31 23:15:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Monday,PARK,NONE,1500 Block of WALLER ST,-122.44891092025298,37.7687425309259
2003-03-31 23:12:00,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Monday,TENDERLOIN,"ARREST, CITED",0 Block of TAYLOR ST,-122.410689907787,37.7824948907735
