Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
2011-06-30 23:59:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE,2800 Block of OCTAVIA ST,-122.429078262433,37.7983917139434
2011-06-30 23:45:00,WEAPON LAWS,POSS OF PROHIBITED WEAPON,Thursday,MISSION,"ARREST, BOOKED",2700 Block of MISSION ST,-122.41844919178,37.7530267515876
2011-06-30 23:45:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Thursday,MISSION,"ARREST, BOOKED",2700 Block of MISSION ST,-122.41844919178,37.7530267515876
2011-06-30 23:40:00,MISSING PERSON,MISSING JUVENILE,Thursday,BAYVIEW,NONE,0 Block of LEDYARD ST,-122.402116556292,37.733235467655604
2011-06-30 23:30:00,KIDNAPPING,FALSE IMPRISONMENT,Thursday,MISSION,"ARREST, BOOKED",3000 Block of HARRISON ST,-122.411638550839,37.7491884934163
2011-06-30 23:30:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,PARK,NONE,MARKET ST / DANVERS ST,-122.44351847699801,37.7605087104524
2011-06-30 23:30:00,FRAUD,FRAUDULENT USE OF AUTOMATED TELLER CARD,Thursday,SOUTHERN,NONE,200 Block of 8TH ST,-122.41079106397699,37.77564984502421
2011-06-30 23:30:00,ASSAULT,THREATS AGAINST LIFE,Thursday,MISSION,"ARREST, BOOKED",3000 Block of HARRISON ST,-122.411638550839,37.7491884934163
2011-06-30 23:30:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Thursday,SOUTHERN,NONE,200 Block of 8TH ST,-122.41079106397699,37.77564984502421
2011-06-30 23:30:00,SECONDARY CODES,DOMESTIC VIOLENCE,Thursday,MISSION,"ARREST, BOOKED",3000 Block of HARRISON ST,-122.411638550839,37.7491884934163
2011-06-30 23:30:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Thursday,RICHMOND,NONE,500 Block of 40TH AV,-122.500660773466,37.77837762826661
2011-06-30 23:30:00,BURGLARY,"BURGLARY, HOT PROWL, FORCIBLE ENTRY",Thursday,RICHMOND,NONE,500 Block of 40TH AV,-122.500660773466,37.77837762826661
2011-06-30 23:12:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,INGLESIDE,"ARREST, CITED",2200 Block of BAY SHORE BL,-122.402961324239,37.7121195039057
2011-06-30 23:12:00,LARCENY/THEFT,THEFT FROM MERCHANT OR LIBRARY,Thursday,INGLESIDE,"ARREST, CITED",2200 Block of BAY SHORE BL,-122.402961324239,37.7121195039057
2011-06-30 23:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,CENTRAL,NONE,500 Block of VALLEJO ST,-122.406657606671,37.7988997466663
2011-06-30 23:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,PARK,NONE,STANYAN ST / FULTON ST,-122.454636839495,37.7747600205915
2011-06-30 23:00:00,VEHICLE THEFT,STOLEN TRUCK,Thursday,MISSION,NONE,DOLORES ST / 17TH ST,-122.42622844691601,37.7630312947078
2011-06-30 23:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,BAYVIEW,COMPLAINANT REFUSES TO PROSECUTE,700 Block of GOETTINGEN ST,-122.40506200726801,37.723074703127
2011-06-30 23:00:00,OTHER OFFENSES,"FRAUDULENT GAME OR TRICK, OBTAINING MONEY OR PROPERTY",Thursday,BAYVIEW,COMPLAINANT REFUSES TO PROSECUTE,700 Block of GOETTINGEN ST,-122.40506200726801,37.723074703127
2011-06-30 22:53:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Thursday,PARK,"ARREST, BOOKED",HAIGHT ST / COLE ST,-122.450709919144,37.7695262270693
2011-06-30 22:53:00,NON-CRIMINAL,"CIVIL SIDEWALKS, WARNING",Thursday,PARK,"ARREST, BOOKED",HAIGHT ST / COLE ST,-122.450709919144,37.7695262270693
2011-06-30 22:30:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,TARAVAL,NONE,2500 Block of GREAT HY,-122.50648456409,37.7388739744874
2011-06-30 22:28:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Thursday,NORTHERN,NONE,2000 Block of VANNESS AV,-122.42331066452101,37.7943634859292
2011-06-30 22:25:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Thursday,NORTHERN,NONE,OAK ST / WEBSTER ST,-122.42917887616801,37.774182253014295
2011-06-30 22:20:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,CENTRAL,NONE,200 Block of MONTGOMERY ST,-122.402409383784,37.79145152765361
2011-06-30 22:13:00,WARRANTS,WARRANT ARREST,Thursday,TENDERLOIN,"ARREST, BOOKED",100 Block of HYDE ST,-122.415533007999,37.7821372997842
