Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
2003-12-28 23:55:00,OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,NORTHERN,"ARREST, CITED",LOMBARD ST / DIVISADERO ST,-122.442649696346,37.7989992469787
2003-12-28 23:55:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,TENDERLOIN,"ARREST, BOOKED",300 Block of ELLIS ST,-122.411965795229,37.78491418595621
2003-12-28 23:30:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,BAYVIEW,NONE,0 Block of WESTBROOK CT,-122.382425286055,37.7350385061864
2003-12-28 23:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,MISSION,NONE,22ND ST / GUERRERO ST,-122.42318069850401,37.75516991691
2003-12-28 23:00:00,ASSAULT,THREATS AGAINST LIFE,Sunday,INGLESIDE,NONE,0 Block of GATES ST,-122.41371979157302,37.7418949568839
2003-12-28 23:00:00,TRESPASS,TRESPASSING,Sunday,SOUTHERN,"ARREST, BOOKED",200 Block of I-80,-122.36493749408001,37.8102044406285
2003-12-28 22:50:00,ASSAULT,ASSAULT,Sunday,SOUTHERN,"ARREST, BOOKED",800 Block of MISSION ST,-122.404636264759,37.7842645474624
2003-12-28 22:50:00,NON-CRIMINAL,TRAFFIC ACCIDENT,Sunday,TENDERLOIN,"ARREST, BOOKED",ELLIS ST / JONES ST,-122.412784096509,37.7848656939297
2003-12-28 22:50:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Sunday,TENDERLOIN,"ARREST, BOOKED",ELLIS ST / JONES ST,-122.412784096509,37.7848656939297
2003-12-28 22:50:00,ASSAULT,THREATS AGAINST LIFE,Sunday,SOUTHERN,"ARREST, BOOKED",800 Block of MISSION ST,-122.404636264759,37.7842645474624
2003-12-28 22:50:00,ARSON,ARSON OF A VEHICLE,Sunday,INGLESIDE,NONE,CARRIZAL ST / PARQUE DR,-122.420322566938,37.70991404999
2003-12-28 22:48:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,MISSION,"ARREST, CITED",HARRISON ST / CESAR CHAVEZ ST,-122.411486365645,37.748297831672794
2003-12-28 22:40:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,TARAVAL,NONE,2000 Block of 19TH AV,-122.47596480997,37.7495676252131
2003-12-28 22:40:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,CENTRAL,"ARREST, CITED",SUTTER ST / TAYLOR ST,-122.41188879183001,37.7888082903568
2003-12-28 22:35:00,OTHER OFFENSES,FALSE EVIDENCE OF VEHICLE REGISTRATION,Sunday,NORTHERN,NONE,VAN NESS AV / GREEN ST,-122.42379547416901,37.7976162435443
2003-12-28 22:35:00,ASSAULT,BATTERY,Sunday,NORTHERN,NONE,800 Block of LARKIN ST,-122.417885441042,37.785437847196796
2003-12-28 22:35:00,TRESPASS,TRESPASSING,Sunday,NORTHERN,NONE,800 Block of LARKIN ST,-122.417885441042,37.785437847196796
2003-12-28 22:29:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Sunday,BAYVIEW,"ARREST, CITED",3RD ST / 16TH ST,-122.38910303285499,37.7669037251961
2003-12-28 22:25:00,MISSING PERSON,FOUND PERSON,Sunday,BAYVIEW,NONE,1300 Block of REVERE AV,-122.38554545330099,37.728979731984
2003-12-28 22:22:00,WEAPON LAWS,EXHIBITING DEADLY WEAPON IN A THREATING MANNER,Sunday,TARAVAL,"ARREST, CITED",32ND AV / JUDAH ST,-122.490922653059,37.761085476241604
2003-12-28 22:22:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Sunday,TARAVAL,"ARREST, CITED",32ND AV / JUDAH ST,-122.490922653059,37.761085476241604
2003-12-28 22:22:00,OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,TARAVAL,"ARREST, CITED",32ND AV / JUDAH ST,-122.490922653059,37.761085476241604
2003-12-28 22:22:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,TARAVAL,"ARREST, CITED",32ND AV / JUDAH ST,-122.490922653059,37.761085476241604
2003-12-28 22:15:00,OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,NORTHERN,"ARREST, CITED",WEBSTER ST / GOLDEN GATE AV,-122.43023456528,37.779782426145395
2003-12-28 22:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,CENTRAL,NONE,CALIFORNIA ST / HYDE ST,-122.417392830341,37.7909741243362
