Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
2010-03-28 23:45:00,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Sunday,INGLESIDE,NONE,SAN JOSE AV / GENEVA AV,-122.44660721495,37.7207231268789
2010-03-28 23:30:00,VEHICLE THEFT,STOLEN MOTORCYCLE,Sunday,MISSION,NONE,300 Block of SOUTH VAN NESS AV,-122.417791285277,37.7675856525236
2010-03-28 23:30:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,SOUTHERN,NONE,300 Block of CLEMENTINA ST,-122.40232147638001,37.78203871461721
2010-03-28 23:27:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Sunday,TENDERLOIN,"ARREST, BOOKED",300 Block of ELLIS ST,-122.41198764359501,37.7850226622786
2010-03-28 23:27:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Sunday,TENDERLOIN,"ARREST, BOOKED",300 Block of ELLIS ST,-122.41198764359501,37.7850226622786
2010-03-28 23:27:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,TENDERLOIN,"ARREST, BOOKED",300 Block of ELLIS ST,-122.41198764359501,37.7850226622786
2010-03-28 23:27:00,OTHER OFFENSES,PROBATION VIOLATION,Sunday,TENDERLOIN,"ARREST, BOOKED",300 Block of ELLIS ST,-122.41198764359501,37.7850226622786
2010-03-28 23:23:00,PROSTITUTION,LOITERING FOR PURPOSE OF PROSTITUTION,Sunday,NORTHERN,"ARREST, BOOKED",CALIFORNIA ST / VANNESS AV,-122.422330464198,37.790369068882
2010-03-28 23:15:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,NORTHERN,NONE,900 Block of FRANKLIN ST,-122.422536931307,37.7833939650918
2010-03-28 23:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,INGLESIDE,NONE,200 Block of PRECITA AV,-122.415479005904,37.7473718419863
2010-03-28 22:59:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,NORTHERN,PSYCHOPATHIC CASE,1000 Block of POLK ST,-122.419858277339,37.786137125238
2010-03-28 22:40:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,NORTHERN,PSYCHOPATHIC CASE,2900 Block of VANNESS AV,-122.424998043878,37.8027319222988
2010-03-28 22:30:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,TENDERLOIN,NONE,ELLIS ST / JONES ST,-122.412784096502,37.78486569395261
2010-03-28 22:30:00,ASSAULT,"FIREARM, DISCHARGING IN GROSSLY NEGLIGENT MANNER",Sunday,BAYVIEW,"ARREST, BOOKED",WOOLSEY ST / UNIVERSITY ST,-122.412469643631,37.72265851292121
2010-03-28 22:30:00,WEAPON LAWS,FIREARM WITH ALTERED IDENTIFICATION,Sunday,BAYVIEW,"ARREST, BOOKED",WOOLSEY ST / UNIVERSITY ST,-122.412469643631,37.72265851292121
2010-03-28 22:30:00,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Sunday,INGLESIDE,NONE,400 Block of ARLINGTON ST,-122.42876731659901,37.7357060205743
2010-03-28 22:30:00,WEAPON LAWS,DISCHARGE FIREARM WITHIN CITY LIMITS,Sunday,BAYVIEW,"ARREST, BOOKED",WOOLSEY ST / UNIVERSITY ST,-122.412469643631,37.72265851292121
2010-03-28 22:16:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,NORTHERN,NONE,POLK ST / OLIVE ST,-122.419458073153,37.7844990197997
2010-03-28 22:16:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Sunday,NORTHERN,NONE,POLK ST / OLIVE ST,-122.419458073153,37.7844990197997
2010-03-28 22:15:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,NORTHERN,PSYCHOPATHIC CASE,1500 Block of BROADWAY ST,-122.422595482535,37.795785020831396
2010-03-28 22:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,PARK,NONE,5TH AV / KIRKHAM ST,-122.461769836686,37.7604975122586
2010-03-28 22:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,BAYVIEW,NONE,1100 Block of BURROWS ST,-122.41477811758301,37.72638971036589
2010-03-28 22:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,NORTHERN,NONE,1700 Block of LAGUNA ST,-122.42850046717,37.787181912225996
2010-03-28 22:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,INGLESIDE,NONE,4000 Block of FOLSOM ST,-122.41346283152599,37.736466334010295
2010-03-28 22:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,INGLESIDE,NONE,0 Block of LUNDYS LN,-122.418627639566,37.7443787798501
2010-03-28 22:00:00,VEHICLE THEFT,STOLEN TRUCK,Sunday,INGLESIDE,NONE,100 Block of TIFFANY AV,-122.42111331820499,37.7451988038002
2010-03-28 22:00:00,ASSAULT,BATTERY,Sunday,MISSION,NONE,2800 Block of MISSION ST,-122.418434028318,37.7514199300011
2010-03-28 22:00:00,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Sunday,INGLESIDE,NONE,BAY SHORE BL / ARLETA AV,-122.402459634951,37.7121817273679
2010-03-28 22:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,PARK,NONE,5TH AV / JUDAH ST,-122.46190215084101,37.7623632346529
2010-03-28 21:40:00,BURGLARY,"BURGLARY, HOT PROWL, FORCIBLE ENTRY",Sunday,BAYVIEW,NONE,100 Block of MARLIN CT,-122.37235173417,37.7271992902821
2010-03-28 21:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,NORTHERN,NONE,FRANKLIN ST / ELLIS ST,-122.422654162984,37.7836201224351
2010-03-28 21:29:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Sunday,PARK,DISTRICT ATTORNEY REFUSES TO PROSECUTE,DIVISADERO ST / ELLIS ST,-122.439115673087,37.7815210740947
2010-03-28 21:23:00,SECONDARY CODES,DOMESTIC VIOLENCE,Sunday,BAYVIEW,"ARREST, BOOKED",200 Block of HARBOR RD,-122.37826801848101,37.7323807302226
2010-03-28 21:23:00,ASSAULT,BATTERY,Sunday,BAYVIEW,"ARREST, BOOKED",200 Block of HARBOR RD,-122.37826801848101,37.7323807302226
2010-03-28 21:17:00,NON-CRIMINAL,FIRE REPORT,Sunday,TENDERLOIN,NONE,100 Block of TURK ST,-122.411593095704,37.78305295107821
2010-03-28 21:15:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,MISSION,NONE,1900 Block of HARRISON ST,-122.41323313354799,37.766061596901004
2010-03-28 21:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,CENTRAL,NONE,800 Block of POST ST,-122.41584375719,37.7874017655636
2010-03-28 21:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,PARK,NONE,0 Block of BRODERICK ST,-122.438544663881,37.7706002670174
2010-03-28 21:00:00,ASSAULT,TERRORIZING BY MARKING PRIVATE PROPERTY,Sunday,INGLESIDE,NONE,4800 Block of MISSION ST,-122.437805967469,37.7205476379806
2010-03-28 21:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,INGLESIDE,NONE,500 Block of ANDOVER ST,-122.41659461298,37.7366732999684
2010-03-28 21:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE,FOLSOM ST / 8TH ST,-122.410065781604,37.7749906792593
2010-03-28 21:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,SOUTHERN,NONE,0 Block of SUMNER ST,-122.410447258669,37.7763230906676
2010-03-28 21:00:00,ASSAULT,THREATS AGAINST LIFE,Sunday,INGLESIDE,NONE,4800 Block of MISSION ST,-122.437805967469,37.7205476379806
2010-03-28 21:00:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Sunday,NORTHERN,NONE,1300 Block of GREEN ST,-122.42132941470301,37.79787296863029
2010-03-28 20:55:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,CENTRAL,PSYCHOPATHIC CASE,1500 Block of SACRAMENTO ST,-122.418429189106,37.79186550750161
2010-03-28 20:54:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,TENDERLOIN,JUVENILE ADMONISHED,200 Block of TURK ST,-122.413237516676,37.78284302332129
2010-03-28 20:54:00,VANDALISM,DAMAGE TO FIRE ALARM APPARATUS,Sunday,TENDERLOIN,JUVENILE ADMONISHED,200 Block of TURK ST,-122.413237516676,37.78284302332129
2010-03-28 20:54:00,VANDALISM,MALICIOUS MISCHIEF,Sunday,TENDERLOIN,JUVENILE ADMONISHED,200 Block of TURK ST,-122.413237516676,37.78284302332129
2010-03-28 20:45:00,ASSAULT,INFLICT INJURY ON COHABITEE,Sunday,BAYVIEW,"ARREST, BOOKED",1400 Block of VANDYKE AV,-122.389668091859,37.727536918318
2010-03-28 20:41:00,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Sunday,PARK,"ARREST, CITED",MASONIC AV / GEARY BL,-122.448043124454,37.7823710354886
2010-03-28 20:41:00,OTHER OFFENSES,RESISTING ARREST,Sunday,PARK,"ARREST, CITED",MASONIC AV / GEARY BL,-122.448043124454,37.7823710354886
2010-03-28 20:41:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,PARK,"ARREST, CITED",MASONIC AV / GEARY BL,-122.448043124454,37.7823710354886
2010-03-28 20:35:00,ROBBERY,ROBBERY ON THE STREET WITH A GUN,Sunday,BAYVIEW,NONE,GILMAN AV / INGALLS ST,-122.391872492835,37.7203513038826
2010-03-28 20:30:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Sunday,TARAVAL,NONE,1500 Block of 10TH AV,-122.467124987806,37.7593101827543
2010-03-28 20:30:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,BAYVIEW,NONE,2500 Block of SAN BRUNO AV,-122.404407189561,37.72940755917529
2010-03-28 20:30:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Sunday,INGLESIDE,NONE,100 Block of CAMBRIDGE ST,-122.419399016303,37.7307822857947
2010-03-28 20:20:00,RECOVERED VEHICLE,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Sunday,SOUTHERN,NONE,0 Block of HARRISON ST,-122.389008295709,37.7892474519723
2010-03-28 20:20:00,NON-CRIMINAL,LOCATED PROPERTY,Sunday,SOUTHERN,NONE,0 Block of HARRISON ST,-122.389008295709,37.7892474519723
2010-03-28 20:20:00,ASSAULT,BATTERY,Sunday,TENDERLOIN,"ARREST, CITED",500 Block of OFARRELL ST,-122.41382007017599,37.7857382950322
2010-03-28 20:12:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,SOUTHERN,"ARREST, BOOKED",7TH ST / MARKET ST,-122.41251534135598,37.78047774805079
2010-03-28 20:00:00,NON-CRIMINAL,LOST PROPERTY,Sunday,NORTHERN,NONE,3100 Block of FILLMORE ST,-122.43575101831,37.79872821788229
2010-03-28 20:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,PARK,NONE,700 Block of BUENAVISTAWEST AV,-122.44353954547199,37.76823838521771
2010-03-28 20:00:00,NON-CRIMINAL,LOST PROPERTY,Sunday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2010-03-28 20:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE,100 Block of 9TH ST,-122.41437970077601,37.7760436733983
2010-03-28 20:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,NORTHERN,NONE,GEARY BL / BUCHANAN ST,-122.429640669207,37.784764070719795
2010-03-28 20:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,RICHMOND,NONE,18TH AV / GEARY BL,-122.477241022391,37.7804373318996
2010-03-28 20:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,RICHMOND,NONE,BALBOA ST / 42ND AV,-122.50266985159901,37.7754673758739
2010-03-28 19:41:00,ASSAULT,ATTEMPTED SIMPLE ASSAULT,Sunday,NORTHERN,NONE,2900 Block of VANNESS AV,-122.424998043878,37.8027319222988
2010-03-28 19:38:00,SECONDARY CODES,DOMESTIC VIOLENCE,Sunday,BAYVIEW,NONE,ILLINOIS ST / 18TH ST,-122.387798960131,37.7631091712029
2010-03-28 19:38:00,ASSAULT,BATTERY,Sunday,BAYVIEW,NONE,ILLINOIS ST / 18TH ST,-122.387798960131,37.7631091712029
2010-03-28 19:30:00,NON-CRIMINAL,LOST PROPERTY,Sunday,MISSION,NONE,16TH ST / MISSION ST,-122.419671780296,37.7650501214668
2010-03-28 19:30:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Sunday,INGLESIDE,NONE,500 Block of LAIDLEY ST,-122.431684463149,37.735580326688
2010-03-28 19:20:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Sunday,NORTHERN,NONE,200 Block of PAGE ST,-122.424829503585,37.7737213634177
2010-03-28 19:20:00,LARCENY/THEFT,PETTY THEFT BICYCLE,Sunday,MISSION,NONE,2300 Block of 16TH ST,-122.409529913278,37.7657184395282
2010-03-28 19:00:00,NON-CRIMINAL,AIDED CASE,Sunday,NORTHERN,NONE,800 Block of OFARRELL ST,-122.418729600557,37.785007503993
2010-03-28 19:00:00,MISSING PERSON,MISSING JUVENILE,Sunday,TARAVAL,LOCATED,0 Block of LEE AV,-122.45415822480301,37.7191235212974
2010-03-28 19:00:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,NORTHERN,PSYCHOPATHIC CASE,1800 Block of JEFFERSON ST,-122.442985778535,37.804796084211
2010-03-28 18:54:00,OTHER OFFENSES,"STAY AWAY ORDER VIOLATION, DV RELATED",Sunday,INGLESIDE,"ARREST, CITED",BROOKDALE AV / BLYTHDALE AV,-122.422239798113,37.711316682059
2010-03-28 18:35:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Sunday,TENDERLOIN,"ARREST, BOOKED",EDDY ST / MASON ST,-122.409313111431,37.784347851315104
2010-03-28 18:35:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Sunday,TENDERLOIN,"ARREST, BOOKED",EDDY ST / MASON ST,-122.409313111431,37.784347851315104
2010-03-28 18:30:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,INGLESIDE,NONE,SUNNYDALE AV / SANTOS ST,-122.418283197104,37.7123508590096
2010-03-28 18:24:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,TENDERLOIN,"ARREST, CITED",OFARRELL ST / MASON ST,-122.40968619183701,37.7862042105295
2010-03-28 18:19:00,LARCENY/THEFT,PETTY THEFT WITH PRIOR,Sunday,SOUTHERN,"ARREST, CITED",800 Block of MARKET ST,-122.40652098714399,37.7850629421661
2010-03-28 18:19:00,OTHER OFFENSES,CONSPIRACY,Sunday,SOUTHERN,"ARREST, CITED",800 Block of MARKET ST,-122.40652098714399,37.7850629421661
2010-03-28 18:19:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Sunday,SOUTHERN,"ARREST, CITED",800 Block of MARKET ST,-122.40652098714399,37.7850629421661
2010-03-28 18:05:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,BAYVIEW,"ARREST, CITED",2200 Block of MCKINNON AV,-122.401277106946,37.742615401833504
2010-03-28 18:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,RICHMOND,NONE,GEARY BL / 21ST AV,-122.480452050119,37.7802790505664
2010-03-28 18:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,BAYVIEW,NONE,100 Block of DWIGHT ST,-122.40357439523198,37.7235942995166
2010-03-28 18:00:00,VEHICLE THEFT,STOLEN TRUCK,Sunday,MISSION,NONE,FLORIDA ST / 20TH ST,-122.410761834615,37.75913519665311
2010-03-28 17:55:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,RICHMOND,PSYCHOPATHIC CASE,700 Block of 18TH AV,-122.476691497828,37.773831100357214
2010-03-28 17:32:00,DRUG/NARCOTIC,POSSESSION OF METHADONE,Sunday,PARK,"ARREST, BOOKED",1600 Block of HAIGHT ST,-122.44910101170099,37.7696756290578
2010-03-28 17:32:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Sunday,PARK,"ARREST, BOOKED",1600 Block of HAIGHT ST,-122.44910101170099,37.7696756290578
2010-03-28 17:32:00,DRUG/NARCOTIC,POSSESSION OF COCAINE FOR SALES,Sunday,PARK,"ARREST, BOOKED",1600 Block of HAIGHT ST,-122.44910101170099,37.7696756290578
2010-03-28 17:31:00,OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,RICHMOND,"ARREST, CITED",SUTTER ST / BRODERICK ST,-122.441540269198,37.7850356913294
2010-03-28 17:30:00,LARCENY/THEFT,"LICENSE PLATE OR TAB, THEFT OF",Sunday,INGLESIDE,NONE,200 Block of DESMOND ST,-122.40634881837299,37.708738996887
2010-03-28 17:30:00,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Sunday,NORTHERN,NONE,2100 Block of UNION ST,-122.43467308579599,37.7971372773654
2010-03-28 17:30:00,OTHER OFFENSES,CONSPIRACY,Sunday,SOUTHERN,"ARREST, BOOKED",1000 Block of MARKET ST,-122.411071423064,37.7817511307229
2010-03-28 17:30:00,WARRANTS,WARRANT ARREST,Sunday,SOUTHERN,"ARREST, BOOKED",1000 Block of MARKET ST,-122.411071423064,37.7817511307229
2010-03-28 17:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,BAYVIEW,NONE,900 Block of BAY SHORE BL,-122.403987368489,37.7318036863895
2010-03-28 17:30:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,INGLESIDE,NONE,400 Block of SAWYER ST,-122.414666837909,37.712417208860394
2010-03-28 17:30:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, ATT FORCIBLE ENTRY",Sunday,NORTHERN,NONE,1100 Block of CHESTNUT ST,-122.42223094043501,37.80254342628249
2010-03-28 17:30:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Sunday,SOUTHERN,"ARREST, BOOKED",1000 Block of MARKET ST,-122.411071423064,37.7817511307229
2010-03-28 17:30:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,NORTHERN,NONE,1100 Block of CHESTNUT ST,-122.42223094043501,37.80254342628249
2010-03-28 17:30:00,DRUG/NARCOTIC,SALE OF MARIJUANA,Sunday,SOUTHERN,"ARREST, BOOKED",1000 Block of MARKET ST,-122.411071423064,37.7817511307229
