Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
2008-03-31 23:59:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Monday,SOUTHERN,"ARREST, BOOKED",TAYLOR ST / MARKET ST,-122.41029351969,37.7822305870036
2008-03-31 23:59:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,SOUTHERN,"ARREST, BOOKED",TAYLOR ST / MARKET ST,-122.41029351969,37.7822305870036
2008-03-31 23:58:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Monday,NORTHERN,"ARREST, BOOKED",HAIGHT ST / STEINER ST,-122.43209555515399,37.7718957419666
2008-03-31 23:58:00,OTHER OFFENSES,MISCELLANEOUS STATE FELONY,Monday,NORTHERN,"ARREST, BOOKED",HAIGHT ST / STEINER ST,-122.43209555515399,37.7718957419666
2008-03-31 23:58:00,DRUG/NARCOTIC,POSSESSION OF HEROIN,Monday,NORTHERN,"ARREST, BOOKED",HAIGHT ST / STEINER ST,-122.43209555515399,37.7718957419666
2008-03-31 23:57:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Monday,TARAVAL,"ARREST, BOOKED",JUDAH ST / 37TH AV,-122.464041427693,37.7622671733047
2008-03-31 23:57:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Monday,TARAVAL,"ARREST, BOOKED",JUDAH ST / 37TH AV,-122.464041427693,37.7622671733047
2008-03-31 23:45:00,ROBBERY,"ROBBERY, ARMED WITH A KNIFE",Monday,MISSION,NONE,2100 Block of MISSION ST,-122.419561596094,37.7632161069131
2008-03-31 23:37:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Monday,TENDERLOIN,"ARREST, BOOKED",400 Block of OFARRELL ST,-122.412569415086,37.7858955061569
2008-03-31 23:37:00,WARRANTS,WARRANT ARREST,Monday,TENDERLOIN,"ARREST, BOOKED",400 Block of OFARRELL ST,-122.412569415086,37.7858955061569
2008-03-31 23:30:00,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Monday,NORTHERN,"ARREST, CITED",POST ST / LARKIN ST,-122.41827417166,37.7870372043685
2008-03-31 23:30:00,LOITERING,LOITERING,Monday,NORTHERN,"ARREST, CITED",POST ST / LARKIN ST,-122.41827417166,37.7870372043685
2008-03-31 23:30:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Monday,MISSION,NONE,CESAR CHAVEZ ST / VALENCIA ST,-122.42027922768,37.7481246616016
